sample_id,source_group,source_group_source,db_id,method_slug,method_label,method_id,generation_role,analysis_role,generation_arm,shares_raw_generation_with,prompt_sha256,prompt_char_count,prompt_utf8_bytes,prompt_token_count,prompt_token_count_policy,exact_token_count_required_on_gpu_preflight,context_overflow,detected_mode,detected_format,operation_type,dependency_sensitive,original_vs_vnext_prompt_equal,all_vnext_prompts_equal,detected_mode_consistent_across_vnext
aug_seed_000072_relational_format_variant_003,seed_000072,source_group_id,toxicology,d_g1_primary,MP-FS+ vNext D_G1,MP-FS+,deterministic_reprocess,primary,mp_fs_plus_shared,mp_fs_plus_shared,1870b9ec6628111900a98b1253dc954fa3905c26b0824666cd0974513ffa0b1e,9890,9890,2473,ceil(utf8_bytes/4)_cpu_estimate,1,0,semi_structured,multi_table,insert_ignore,1,1,1,1
aug_seed_000072_relational_format_variant_003,seed_000072,source_group_id,toxicology,d_only_secondary,MP-FS+ vNext D_ONLY,MP-FS+,deterministic_reprocess,secondary_ablation,mp_fs_plus_shared,mp_fs_plus_shared,1870b9ec6628111900a98b1253dc954fa3905c26b0824666cd0974513ffa0b1e,9890,9890,2473,ceil(utf8_bytes/4)_cpu_estimate,1,0,semi_structured,multi_table,insert_ignore,1,1,1,1
aug_seed_000072_relational_format_variant_003,seed_000072,source_group_id,toxicology,full_secondary,MP-FS+ vNext FULL,MP-FS+,deterministic_reprocess,secondary_ablation,mp_fs_plus_shared,mp_fs_plus_shared,1870b9ec6628111900a98b1253dc954fa3905c26b0824666cd0974513ffa0b1e,9890,9890,2473,ceil(utf8_bytes/4)_cpu_estimate,1,0,semi_structured,multi_table,insert_ignore,1,1,1,1
aug_seed_000072_relational_format_variant_003,seed_000072,source_group_id,toxicology,no_c_secondary,MP-FS+ vNext NO_C,MP-FS+,deterministic_reprocess,secondary_ablation,mp_fs_plus_shared,mp_fs_plus_shared,1870b9ec6628111900a98b1253dc954fa3905c26b0824666cd0974513ffa0b1e,9890,9890,2473,ceil(utf8_bytes/4)_cpu_estimate,1,0,semi_structured,multi_table,insert_ignore,1,1,1,1
seed_000166,seed_000166,source_group_id,financial,direct,Direct,D-FS-M,generation,baseline,direct,,bfa0c0b83f7685d54440b47fd512fa8787c0f3b1faba3dbcc5c2a7cd70d30506,12006,12006,3002,ceil(utf8_bytes/4)_cpu_estimate,1,0,semi_structured,json_array,plain_insert,0,1,1,1
seed_000166,seed_000166,source_group_id,financial,j_fs,J-FS,J-FS-M,generation,baseline,j_fs,,c22e02080b318c8875e89e9578ea06816778a26b2554e58786c429e53286a90c,11937,11937,2985,ceil(utf8_bytes/4)_cpu_estimate,1,0,semi_structured,json_array,plain_insert,0,1,1,1
seed_000166,seed_000166,source_group_id,financial,original_mp_fs_plus,Original MP-FS+,MP-FS+,deterministic_reprocess,primary_comparison_baseline,mp_fs_plus_shared,mp_fs_plus_shared,843c2ecb537930296240778a27475be1b02c82169040756bd544766ccdbafd7e,17412,17412,4353,ceil(utf8_bytes/4)_cpu_estimate,1,0,semi_structured,json_array,plain_insert,0,1,1,1
seed_000166,seed_000166,source_group_id,financial,d_g1_primary,MP-FS+ vNext D_G1,MP-FS+,deterministic_reprocess,primary,mp_fs_plus_shared,mp_fs_plus_shared,843c2ecb537930296240778a27475be1b02c82169040756bd544766ccdbafd7e,17412,17412,4353,ceil(utf8_bytes/4)_cpu_estimate,1,0,semi_structured,json_array,plain_insert,0,1,1,1
seed_000166,seed_000166,source_group_id,financial,d_only_secondary,MP-FS+ vNext D_ONLY,MP-FS+,deterministic_reprocess,secondary_ablation,mp_fs_plus_shared,mp_fs_plus_shared,843c2ecb537930296240778a27475be1b02c82169040756bd544766ccdbafd7e,17412,17412,4353,ceil(utf8_bytes/4)_cpu_estimate,1,0,semi_structured,json_array,plain_insert,0,1,1,1
seed_000166,seed_000166,source_group_id,financial,full_secondary,MP-FS+ vNext FULL,MP-FS+,deterministic_reprocess,secondary_ablation,mp_fs_plus_shared,mp_fs_plus_shared,843c2ecb537930296240778a27475be1b02c82169040756bd544766ccdbafd7e,17412,17412,4353,ceil(utf8_bytes/4)_cpu_estimate,1,0,semi_structured,json_array,plain_insert,0,1,1,1
seed_000166,seed_000166,source_group_id,financial,no_c_secondary,MP-FS+ vNext NO_C,MP-FS+,deterministic_reprocess,secondary_ablation,mp_fs_plus_shared,mp_fs_plus_shared,843c2ecb537930296240778a27475be1b02c82169040756bd544766ccdbafd7e,17412,17412,4353,ceil(utf8_bytes/4)_cpu_estimate,1,0,semi_structured,json_array,plain_insert,0,1,1,1
aug_seed_000048_single_row_subset_002,seed_000048,source_group_id,formula_1,direct,Direct,D-FS-M,generation,baseline,direct,,fe1cbf585cd237ccef03fb5ec3c876d79b5d1f1c830a06eefe62417157a4b1a0,17110,17110,4278,ceil(utf8_bytes/4)_cpu_estimate,1,0,free_text,free_text,insert_ignore,0,1,1,1
aug_seed_000048_single_row_subset_002,seed_000048,source_group_id,formula_1,j_fs,J-FS,J-FS-M,generation,baseline,j_fs,,6bd52a1ed3595484cc43b19d4e555ce0e126518774b68f3f229ea7d2bb43483e,17020,17020,4255,ceil(utf8_bytes/4)_cpu_estimate,1,0,free_text,free_text,insert_ignore,0,1,1,1
aug_seed_000048_single_row_subset_002,seed_000048,source_group_id,formula_1,original_mp_fs_plus,Original MP-FS+,MP-FS+,deterministic_reprocess,primary_comparison_baseline,mp_fs_plus_shared,mp_fs_plus_shared,746707664b9a9bd96bc0b87233fc324b1fb357e8e61dfd0f772778f3763c0411,20466,20466,5117,ceil(utf8_bytes/4)_cpu_estimate,1,0,free_text,free_text,insert_ignore,0,1,1,1
aug_seed_000048_single_row_subset_002,seed_000048,source_group_id,formula_1,d_g1_primary,MP-FS+ vNext D_G1,MP-FS+,deterministic_reprocess,primary,mp_fs_plus_shared,mp_fs_plus_shared,746707664b9a9bd96bc0b87233fc324b1fb357e8e61dfd0f772778f3763c0411,20466,20466,5117,ceil(utf8_bytes/4)_cpu_estimate,1,0,free_text,free_text,insert_ignore,0,1,1,1
aug_seed_000048_single_row_subset_002,seed_000048,source_group_id,formula_1,d_only_secondary,MP-FS+ vNext D_ONLY,MP-FS+,deterministic_reprocess,secondary_ablation,mp_fs_plus_shared,mp_fs_plus_shared,746707664b9a9bd96bc0b87233fc324b1fb357e8e61dfd0f772778f3763c0411,20466,20466,5117,ceil(utf8_bytes/4)_cpu_estimate,1,0,free_text,free_text,insert_ignore,0,1,1,1
aug_seed_000048_single_row_subset_002,seed_000048,source_group_id,formula_1,full_secondary,MP-FS+ vNext FULL,MP-FS+,deterministic_reprocess,secondary_ablation,mp_fs_plus_shared,mp_fs_plus_shared,746707664b9a9bd96bc0b87233fc324b1fb357e8e61dfd0f772778f3763c0411,20466,20466,5117,ceil(utf8_bytes/4)_cpu_estimate,1,0,free_text,free_text,insert_ignore,0,1,1,1
aug_seed_000048_single_row_subset_002,seed_000048,source_group_id,formula_1,no_c_secondary,MP-FS+ vNext NO_C,MP-FS+,deterministic_reprocess,secondary_ablation,mp_fs_plus_shared,mp_fs_plus_shared,746707664b9a9bd96bc0b87233fc324b1fb357e8e61dfd0f772778f3763c0411,20466,20466,5117,ceil(utf8_bytes/4)_cpu_estimate,1,0,free_text,free_text,insert_ignore,0,1,1,1
aug_seed_000079_single_row_subset_002,seed_000079,source_group_id,debit_card_specializing,direct,Direct,D-FS-M,generation,baseline,direct,,e4685eb7f1458acc057ff17e2305a67bd21cad0d33c993dd1531721b24f4df57,4872,4872,1218,ceil(utf8_bytes/4)_cpu_estimate,1,0,free_text,free_text,insert_ignore,0,1,1,1
aug_seed_000079_single_row_subset_002,seed_000079,source_group_id,debit_card_specializing,j_fs,J-FS,J-FS-M,generation,baseline,j_fs,,447a957f1e3d450c1ae40e2ce31e28ab7c72f7f19e74990994f99433c16da617,4782,4782,1196,ceil(utf8_bytes/4)_cpu_estimate,1,0,free_text,free_text,insert_ignore,0,1,1,1
aug_seed_000079_single_row_subset_002,seed_000079,source_group_id,debit_card_specializing,original_mp_fs_plus,Original MP-FS+,MP-FS+,deterministic_reprocess,primary_comparison_baseline,mp_fs_plus_shared,mp_fs_plus_shared,4c8b8e0902d0d8e1f7b9fab55523f9864b4acae83c50a5d26253fd7140d20631,8772,8772,2193,ceil(utf8_bytes/4)_cpu_estimate,1,0,free_text,free_text,insert_ignore,0,1,1,1
aug_seed_000079_single_row_subset_002,seed_000079,source_group_id,debit_card_specializing,d_g1_primary,MP-FS+ vNext D_G1,MP-FS+,deterministic_reprocess,primary,mp_fs_plus_shared,mp_fs_plus_shared,4c8b8e0902d0d8e1f7b9fab55523f9864b4acae83c50a5d26253fd7140d20631,8772,8772,2193,ceil(utf8_bytes/4)_cpu_estimate,1,0,free_text,free_text,insert_ignore,0,1,1,1
aug_seed_000079_single_row_subset_002,seed_000079,source_group_id,debit_card_specializing,d_only_secondary,MP-FS+ vNext D_ONLY,MP-FS+,deterministic_reprocess,secondary_ablation,mp_fs_plus_shared,mp_fs_plus_shared,4c8b8e0902d0d8e1f7b9fab55523f9864b4acae83c50a5d26253fd7140d20631,8772,8772,2193,ceil(utf8_bytes/4)_cpu_estimate,1,0,free_text,free_text,insert_ignore,0,1,1,1
aug_seed_000079_single_row_subset_002,seed_000079,source_group_id,debit_card_specializing,full_secondary,MP-FS+ vNext FULL,MP-FS+,deterministic_reprocess,secondary_ablation,mp_fs_plus_shared,mp_fs_plus_shared,4c8b8e0902d0d8e1f7b9fab55523f9864b4acae83c50a5d26253fd7140d20631,8772,8772,2193,ceil(utf8_bytes/4)_cpu_estimate,1,0,free_text,free_text,insert_ignore,0,1,1,1
aug_seed_000079_single_row_subset_002,seed_000079,source_group_id,debit_card_specializing,no_c_secondary,MP-FS+ vNext NO_C,MP-FS+,deterministic_reprocess,secondary_ablation,mp_fs_plus_shared,mp_fs_plus_shared,4c8b8e0902d0d8e1f7b9fab55523f9864b4acae83c50a5d26253fd7140d20631,8772,8772,2193,ceil(utf8_bytes/4)_cpu_estimate,1,0,free_text,free_text,insert_ignore,0,1,1,1
aug_seed_000335_small_batch_subset_001,seed_000335,source_group_id,debit_card_specializing,direct,Direct,D-FS-M,generation,baseline,direct,,7a0a12c9df71d021c5f2110efb4639099cd654a2e2b0c4df24f5cb1ba9bc0ca1,4976,4976,1244,ceil(utf8_bytes/4)_cpu_estimate,1,0,free_text,free_text,insert_ignore,0,1,1,1
aug_seed_000335_small_batch_subset_001,seed_000335,source_group_id,debit_card_specializing,j_fs,J-FS,J-FS-M,generation,baseline,j_fs,,2283e911523358b11e372c26fc2b0ef312a5e33a206b84e8998b3fd5f187f6d5,4886,4886,1222,ceil(utf8_bytes/4)_cpu_estimate,1,0,free_text,free_text,insert_ignore,0,1,1,1
aug_seed_000335_small_batch_subset_001,seed_000335,source_group_id,debit_card_specializing,original_mp_fs_plus,Original MP-FS+,MP-FS+,deterministic_reprocess,primary_comparison_baseline,mp_fs_plus_shared,mp_fs_plus_shared,7499ff4c76b29211c288d1ecf6db72743530e17baaafe27296524393e7fe3557,11463,11463,2866,ceil(utf8_bytes/4)_cpu_estimate,1,0,free_text,free_text,insert_ignore,0,1,1,1
aug_seed_000335_small_batch_subset_001,seed_000335,source_group_id,debit_card_specializing,d_g1_primary,MP-FS+ vNext D_G1,MP-FS+,deterministic_reprocess,primary,mp_fs_plus_shared,mp_fs_plus_shared,7499ff4c76b29211c288d1ecf6db72743530e17baaafe27296524393e7fe3557,11463,11463,2866,ceil(utf8_bytes/4)_cpu_estimate,1,0,free_text,free_text,insert_ignore,0,1,1,1
aug_seed_000335_small_batch_subset_001,seed_000335,source_group_id,debit_card_specializing,d_only_secondary,MP-FS+ vNext D_ONLY,MP-FS+,deterministic_reprocess,secondary_ablation,mp_fs_plus_shared,mp_fs_plus_shared,7499ff4c76b29211c288d1ecf6db72743530e17baaafe27296524393e7fe3557,11463,11463,2866,ceil(utf8_bytes/4)_cpu_estimate,1,0,free_text,free_text,insert_ignore,0,1,1,1
aug_seed_000335_small_batch_subset_001,seed_000335,source_group_id,debit_card_specializing,full_secondary,MP-FS+ vNext FULL,MP-FS+,deterministic_reprocess,secondary_ablation,mp_fs_plus_shared,mp_fs_plus_shared,7499ff4c76b29211c288d1ecf6db72743530e17baaafe27296524393e7fe3557,11463,11463,2866,ceil(utf8_bytes/4)_cpu_estimate,1,0,free_text,free_text,insert_ignore,0,1,1,1
aug_seed_000335_small_batch_subset_001,seed_000335,source_group_id,debit_card_specializing,no_c_secondary,MP-FS+ vNext NO_C,MP-FS+,deterministic_reprocess,secondary_ablation,mp_fs_plus_shared,mp_fs_plus_shared,7499ff4c76b29211c288d1ecf6db72743530e17baaafe27296524393e7fe3557,11463,11463,2866,ceil(utf8_bytes/4)_cpu_estimate,1,0,free_text,free_text,insert_ignore,0,1,1,1
aug_seed_000108_single_row_subset_002,seed_000108,source_group_id,student_club,direct,Direct,D-FS-M,generation,baseline,direct,,9be7a010c3994dc16e883754689baf9ce2659b57d0eaa98414a173074ddf71bc,9246,9246,2312,ceil(utf8_bytes/4)_cpu_estimate,1,0,free_text,free_text,insert_ignore,0,1,1,1
aug_seed_000108_single_row_subset_002,seed_000108,source_group_id,student_club,j_fs,J-FS,J-FS-M,generation,baseline,j_fs,,3be854f5c074ccc076c59b78fcf857686fa358b35137d9e175149632789eb6e7,9156,9156,2289,ceil(utf8_bytes/4)_cpu_estimate,1,0,free_text,free_text,insert_ignore,0,1,1,1
aug_seed_000108_single_row_subset_002,seed_000108,source_group_id,student_club,original_mp_fs_plus,Original MP-FS+,MP-FS+,deterministic_reprocess,primary_comparison_baseline,mp_fs_plus_shared,mp_fs_plus_shared,e786883012cf7042273c81b21ef14d37e6befa842b79c678e48f72966ea94626,15394,15394,3849,ceil(utf8_bytes/4)_cpu_estimate,1,0,free_text,free_text,insert_ignore,0,1,1,1
aug_seed_000108_single_row_subset_002,seed_000108,source_group_id,student_club,d_g1_primary,MP-FS+ vNext D_G1,MP-FS+,deterministic_reprocess,primary,mp_fs_plus_shared,mp_fs_plus_shared,e786883012cf7042273c81b21ef14d37e6befa842b79c678e48f72966ea94626,15394,15394,3849,ceil(utf8_bytes/4)_cpu_estimate,1,0,free_text,free_text,insert_ignore,0,1,1,1
aug_seed_000108_single_row_subset_002,seed_000108,source_group_id,student_club,d_only_secondary,MP-FS+ vNext D_ONLY,MP-FS+,deterministic_reprocess,secondary_ablation,mp_fs_plus_shared,mp_fs_plus_shared,e786883012cf7042273c81b21ef14d37e6befa842b79c678e48f72966ea94626,15394,15394,3849,ceil(utf8_bytes/4)_cpu_estimate,1,0,free_text,free_text,insert_ignore,0,1,1,1
aug_seed_000108_single_row_subset_002,seed_000108,source_group_id,student_club,full_secondary,MP-FS+ vNext FULL,MP-FS+,deterministic_reprocess,secondary_ablation,mp_fs_plus_shared,mp_fs_plus_shared,e786883012cf7042273c81b21ef14d37e6befa842b79c678e48f72966ea94626,15394,15394,3849,ceil(utf8_bytes/4)_cpu_estimate,1,0,free_text,free_text,insert_ignore,0,1,1,1
aug_seed_000108_single_row_subset_002,seed_000108,source_group_id,student_club,no_c_secondary,MP-FS+ vNext NO_C,MP-FS+,deterministic_reprocess,secondary_ablation,mp_fs_plus_shared,mp_fs_plus_shared,e786883012cf7042273c81b21ef14d37e6befa842b79c678e48f72966ea94626,15394,15394,3849,ceil(utf8_bytes/4)_cpu_estimate,1,0,free_text,free_text,insert_ignore,0,1,1,1
aug_seed_000020_relational_format_variant_001,seed_000020,source_group_id,european_football_2,direct,Direct,D-FS-M,generation,baseline,direct,,39f3c24396a010541402d3041d935bdd9af39e884fe6600f7dd9078252045bde,36571,36571,9143,ceil(utf8_bytes/4)_cpu_estimate,1,0,free_text,free_text,insert_ignore,1,1,1,1
aug_seed_000020_relational_format_variant_001,seed_000020,source_group_id,european_football_2,j_fs,J-FS,J-FS-M,generation,baseline,j_fs,,2c3660c884badf38dff02eed6287829309e16572cbc3ac250fe22b82554ded3f,36481,36481,9121,ceil(utf8_bytes/4)_cpu_estimate,1,0,free_text,free_text,insert_ignore,1,1,1,1
aug_seed_000020_relational_format_variant_001,seed_000020,source_group_id,european_football_2,original_mp_fs_plus,Original MP-FS+,MP-FS+,deterministic_reprocess,primary_comparison_baseline,mp_fs_plus_shared,mp_fs_plus_shared,453f71f043e49cb21e49d1dad7b204bae1bab234c18034a61ffc212c5ca5027e,61257,61257,15315,ceil(utf8_bytes/4)_cpu_estimate,1,0,free_text,free_text,insert_ignore,1,1,1,1
aug_seed_000020_relational_format_variant_001,seed_000020,source_group_id,european_football_2,d_g1_primary,MP-FS+ vNext D_G1,MP-FS+,deterministic_reprocess,primary,mp_fs_plus_shared,mp_fs_plus_shared,453f71f043e49cb21e49d1dad7b204bae1bab234c18034a61ffc212c5ca5027e,61257,61257,15315,ceil(utf8_bytes/4)_cpu_estimate,1,0,free_text,free_text,insert_ignore,1,1,1,1
aug_seed_000020_relational_format_variant_001,seed_000020,source_group_id,european_football_2,d_only_secondary,MP-FS+ vNext D_ONLY,MP-FS+,deterministic_reprocess,secondary_ablation,mp_fs_plus_shared,mp_fs_plus_shared,453f71f043e49cb21e49d1dad7b204bae1bab234c18034a61ffc212c5ca5027e,61257,61257,15315,ceil(utf8_bytes/4)_cpu_estimate,1,0,free_text,free_text,insert_ignore,1,1,1,1
aug_seed_000020_relational_format_variant_001,seed_000020,source_group_id,european_football_2,full_secondary,MP-FS+ vNext FULL,MP-FS+,deterministic_reprocess,secondary_ablation,mp_fs_plus_shared,mp_fs_plus_shared,453f71f043e49cb21e49d1dad7b204bae1bab234c18034a61ffc212c5ca5027e,61257,61257,15315,ceil(utf8_bytes/4)_cpu_estimate,1,0,free_text,free_text,insert_ignore,1,1,1,1
aug_seed_000020_relational_format_variant_001,seed_000020,source_group_id,european_football_2,no_c_secondary,MP-FS+ vNext NO_C,MP-FS+,deterministic_reprocess,secondary_ablation,mp_fs_plus_shared,mp_fs_plus_shared,453f71f043e49cb21e49d1dad7b204bae1bab234c18034a61ffc212c5ca5027e,61257,61257,15315,ceil(utf8_bytes/4)_cpu_estimate,1,0,free_text,free_text,insert_ignore,1,1,1,1
seed_000169,seed_000169,source_group_id,debit_card_specializing,direct,Direct,D-FS-M,generation,baseline,direct,,ff2dce1312f8a7a5345f022d4e914c2b39e00942c4fbcbfad277102472238ab6,6448,6452,1613,ceil(utf8_bytes/4)_cpu_estimate,1,0,semi_structured,json_array,plain_insert,0,1,1,1
seed_000169,seed_000169,source_group_id,debit_card_specializing,j_fs,J-FS,J-FS-M,generation,baseline,j_fs,,2584e42461a652cad87e10a0dc7d3290d58b59adc69ace8533a6f9d3fa1c0f02,6379,6383,1596,ceil(utf8_bytes/4)_cpu_estimate,1,0,semi_structured,json_array,plain_insert,0,1,1,1
seed_000169,seed_000169,source_group_id,debit_card_specializing,original_mp_fs_plus,Original MP-FS+,MP-FS+,deterministic_reprocess,primary_comparison_baseline,mp_fs_plus_shared,mp_fs_plus_shared,acb5f84508eec08c05d8559f0821e6349edb194e5634e203a210dfdbeacc8c92,6701,6701,1676,ceil(utf8_bytes/4)_cpu_estimate,1,0,semi_structured,json_array,plain_insert,0,1,1,1
seed_000169,seed_000169,source_group_id,debit_card_specializing,d_g1_primary,MP-FS+ vNext D_G1,MP-FS+,deterministic_reprocess,primary,mp_fs_plus_shared,mp_fs_plus_shared,acb5f84508eec08c05d8559f0821e6349edb194e5634e203a210dfdbeacc8c92,6701,6701,1676,ceil(utf8_bytes/4)_cpu_estimate,1,0,semi_structured,json_array,plain_insert,0,1,1,1
seed_000169,seed_000169,source_group_id,debit_card_specializing,d_only_secondary,MP-FS+ vNext D_ONLY,MP-FS+,deterministic_reprocess,secondary_ablation,mp_fs_plus_shared,mp_fs_plus_shared,acb5f84508eec08c05d8559f0821e6349edb194e5634e203a210dfdbeacc8c92,6701,6701,1676,ceil(utf8_bytes/4)_cpu_estimate,1,0,semi_structured,json_array,plain_insert,0,1,1,1
seed_000169,seed_000169,source_group_id,debit_card_specializing,full_secondary,MP-FS+ vNext FULL,MP-FS+,deterministic_reprocess,secondary_ablation,mp_fs_plus_shared,mp_fs_plus_shared,acb5f84508eec08c05d8559f0821e6349edb194e5634e203a210dfdbeacc8c92,6701,6701,1676,ceil(utf8_bytes/4)_cpu_estimate,1,0,semi_structured,json_array,plain_insert,0,1,1,1
seed_000169,seed_000169,source_group_id,debit_card_specializing,no_c_secondary,MP-FS+ vNext NO_C,MP-FS+,deterministic_reprocess,secondary_ablation,mp_fs_plus_shared,mp_fs_plus_shared,acb5f84508eec08c05d8559f0821e6349edb194e5634e203a210dfdbeacc8c92,6701,6701,1676,ceil(utf8_bytes/4)_cpu_estimate,1,0,semi_structured,json_array,plain_insert,0,1,1,1
seed_000245,seed_000245,source_group_id,financial,direct,Direct,D-FS-M,generation,baseline,direct,,2587d45161d81214d8fd0a3336d08eeb64907b2ab74bd6864421780143b87e94,12038,12038,3010,ceil(utf8_bytes/4)_cpu_estimate,1,0,semi_structured,json_array,plain_insert,0,1,1,1
seed_000245,seed_000245,source_group_id,financial,j_fs,J-FS,J-FS-M,generation,baseline,j_fs,,23e81649e86a1339371359ee3c1487cc735742b1c5ec8d2388bcbaec12824055,11969,11969,2993,ceil(utf8_bytes/4)_cpu_estimate,1,0,semi_structured,json_array,plain_insert,0,1,1,1
seed_000245,seed_000245,source_group_id,financial,original_mp_fs_plus,Original MP-FS+,MP-FS+,deterministic_reprocess,primary_comparison_baseline,mp_fs_plus_shared,mp_fs_plus_shared,54c141e7b7e0bcc65ff1e218824334a9c6ea695ec0cfd3716b192928a98f1b12,14456,14456,3614,ceil(utf8_bytes/4)_cpu_estimate,1,0,semi_structured,json_array,plain_insert,0,1,1,1
seed_000245,seed_000245,source_group_id,financial,d_g1_primary,MP-FS+ vNext D_G1,MP-FS+,deterministic_reprocess,primary,mp_fs_plus_shared,mp_fs_plus_shared,54c141e7b7e0bcc65ff1e218824334a9c6ea695ec0cfd3716b192928a98f1b12,14456,14456,3614,ceil(utf8_bytes/4)_cpu_estimate,1,0,semi_structured,json_array,plain_insert,0,1,1,1
seed_000245,seed_000245,source_group_id,financial,d_only_secondary,MP-FS+ vNext D_ONLY,MP-FS+,deterministic_reprocess,secondary_ablation,mp_fs_plus_shared,mp_fs_plus_shared,54c141e7b7e0bcc65ff1e218824334a9c6ea695ec0cfd3716b192928a98f1b12,14456,14456,3614,ceil(utf8_bytes/4)_cpu_estimate,1,0,semi_structured,json_array,plain_insert,0,1,1,1
seed_000245,seed_000245,source_group_id,financial,full_secondary,MP-FS+ vNext FULL,MP-FS+,deterministic_reprocess,secondary_ablation,mp_fs_plus_shared,mp_fs_plus_shared,54c141e7b7e0bcc65ff1e218824334a9c6ea695ec0cfd3716b192928a98f1b12,14456,14456,3614,ceil(utf8_bytes/4)_cpu_estimate,1,0,semi_structured,json_array,plain_insert,0,1,1,1
seed_000245,seed_000245,source_group_id,financial,no_c_secondary,MP-FS+ vNext NO_C,MP-FS+,deterministic_reprocess,secondary_ablation,mp_fs_plus_shared,mp_fs_plus_shared,54c141e7b7e0bcc65ff1e218824334a9c6ea695ec0cfd3716b192928a98f1b12,14456,14456,3614,ceil(utf8_bytes/4)_cpu_estimate,1,0,semi_structured,json_array,plain_insert,0,1,1,1
seed_000263,seed_000263,source_group_id,california_schools,direct,Direct,D-FS-M,generation,baseline,direct,,1202f3e28a58a50b24840a44da0eb1ecca0135fc354192514bf776c30107dcee,17824,17824,4456,ceil(utf8_bytes/4)_cpu_estimate,1,0,semi_structured,json_array,upsert_update,0,1,1,1
seed_000263,seed_000263,source_group_id,california_schools,j_fs,J-FS,J-FS-M,generation,baseline,j_fs,,f8308153d93e7a0fd8ca1e1debb2055a0a293a6e36296c62ce38797a6a9c7467,17755,17755,4439,ceil(utf8_bytes/4)_cpu_estimate,1,0,semi_structured,json_array,upsert_update,0,1,1,1
seed_000263,seed_000263,source_group_id,california_schools,original_mp_fs_plus,Original MP-FS+,MP-FS+,deterministic_reprocess,primary_comparison_baseline,mp_fs_plus_shared,mp_fs_plus_shared,9a059aaeea6986b1d759611fd3105eca1da3b0241f11d19a8d82872143d451b3,20371,20371,5093,ceil(utf8_bytes/4)_cpu_estimate,1,0,semi_structured,json_array,upsert_update,0,1,1,1
seed_000263,seed_000263,source_group_id,california_schools,d_g1_primary,MP-FS+ vNext D_G1,MP-FS+,deterministic_reprocess,primary,mp_fs_plus_shared,mp_fs_plus_shared,9a059aaeea6986b1d759611fd3105eca1da3b0241f11d19a8d82872143d451b3,20371,20371,5093,ceil(utf8_bytes/4)_cpu_estimate,1,0,semi_structured,json_array,upsert_update,0,1,1,1
seed_000263,seed_000263,source_group_id,california_schools,d_only_secondary,MP-FS+ vNext D_ONLY,MP-FS+,deterministic_reprocess,secondary_ablation,mp_fs_plus_shared,mp_fs_plus_shared,9a059aaeea6986b1d759611fd3105eca1da3b0241f11d19a8d82872143d451b3,20371,20371,5093,ceil(utf8_bytes/4)_cpu_estimate,1,0,semi_structured,json_array,upsert_update,0,1,1,1
seed_000263,seed_000263,source_group_id,california_schools,full_secondary,MP-FS+ vNext FULL,MP-FS+,deterministic_reprocess,secondary_ablation,mp_fs_plus_shared,mp_fs_plus_shared,9a059aaeea6986b1d759611fd3105eca1da3b0241f11d19a8d82872143d451b3,20371,20371,5093,ceil(utf8_bytes/4)_cpu_estimate,1,0,semi_structured,json_array,upsert_update,0,1,1,1
seed_000263,seed_000263,source_group_id,california_schools,no_c_secondary,MP-FS+ vNext NO_C,MP-FS+,deterministic_reprocess,secondary_ablation,mp_fs_plus_shared,mp_fs_plus_shared,9a059aaeea6986b1d759611fd3105eca1da3b0241f11d19a8d82872143d451b3,20371,20371,5093,ceil(utf8_bytes/4)_cpu_estimate,1,0,semi_structured,json_array,upsert_update,0,1,1,1
aug_seed_000091_single_row_subset_001,seed_000091,source_group_id,financial,direct,Direct,D-FS-M,generation,baseline,direct,,04eec7f4a11478b036adb858a5ffd1d4d19509c87b6270da78eb7888bd9e89d3,9863,9863,2466,ceil(utf8_bytes/4)_cpu_estimate,1,0,free_text,free_text,insert_ignore,0,1,1,1
aug_seed_000091_single_row_subset_001,seed_000091,source_group_id,financial,j_fs,J-FS,J-FS-M,generation,baseline,j_fs,,08aada062c196da4a55d911a3c2dd4b40662aa2f40c543dfa0a4fe57e678d2e6,9773,9773,2444,ceil(utf8_bytes/4)_cpu_estimate,1,0,free_text,free_text,insert_ignore,0,1,1,1
aug_seed_000091_single_row_subset_001,seed_000091,source_group_id,financial,original_mp_fs_plus,Original MP-FS+,MP-FS+,deterministic_reprocess,primary_comparison_baseline,mp_fs_plus_shared,mp_fs_plus_shared,5b8e8ec6d68b326c7671a95cb9ea8dc0d4cb04e7a730fc0f16c5f0b0f0bfd54f,14998,14998,3750,ceil(utf8_bytes/4)_cpu_estimate,1,0,free_text,free_text,insert_ignore,0,1,1,1
aug_seed_000091_single_row_subset_001,seed_000091,source_group_id,financial,d_g1_primary,MP-FS+ vNext D_G1,MP-FS+,deterministic_reprocess,primary,mp_fs_plus_shared,mp_fs_plus_shared,5b8e8ec6d68b326c7671a95cb9ea8dc0d4cb04e7a730fc0f16c5f0b0f0bfd54f,14998,14998,3750,ceil(utf8_bytes/4)_cpu_estimate,1,0,free_text,free_text,insert_ignore,0,1,1,1
aug_seed_000091_single_row_subset_001,seed_000091,source_group_id,financial,d_only_secondary,MP-FS+ vNext D_ONLY,MP-FS+,deterministic_reprocess,secondary_ablation,mp_fs_plus_shared,mp_fs_plus_shared,5b8e8ec6d68b326c7671a95cb9ea8dc0d4cb04e7a730fc0f16c5f0b0f0bfd54f,14998,14998,3750,ceil(utf8_bytes/4)_cpu_estimate,1,0,free_text,free_text,insert_ignore,0,1,1,1
