sample_id,source_artifact,trace_path,slot_path,reference_kind,repair_rule,repair_attempted,repair_applied,repair_succeeded,original_reference,replacement_reference,candidate_count,candidate_set,validation_before,validation_after
seed_000272,verification.jsonl,/warnings/0/details,/target_groups/0/field_mapping/c1.f2,column,unique_exact_identifier_name,1,1,1,t1.name,t1.c49,74,"[""t1.c1"", ""t1.c10"", ""t1.c11"", ""t1.c12"", ""t1.c13"", ""t1.c14"", ""t1.c15"", ""t1.c16"", ""t1.c17"", ""t1.c18"", ""t1.c19"", ""t1.c2"", ""t1.c20"", ""t1.c21"", ""t1.c22"", ""t1.c23"", ""t1.c24"", ""t1.c25"", ""t1.c26"", ""t1.c27"", ""t1.c28"", ""t1.c29"", ""t1.c3"", ""t1.c30"", ""t1.c31"", ""t1.c32"", ""t1.c33"", ""t1.c34"", ""t1.c35"", ""t1.c36"", ""t1.c37"", ""t1.c38"", ""t1.c39"", ""t1.c4"", ""t1.c40"", ""t1.c41"", ""t1.c42"", ""t1.c43"", ""t1.c44"", ""t1.c45"", ""t1.c46"", ""t1.c47"", ""t1.c48"", ""t1.c49"", ""t1.c5"", ""t1.c50"", ""t1.c51"", ""t1.c52"", ""t1.c53"", ""t1.c54"", ""t1.c55"", ""t1.c56"", ""t1.c57"", ""t1.c58"", ""t1.c59"", ""t1.c6"", ""t1.c60"", ""t1.c61"", ""t1.c62"", ""t1.c63"", ""t1.c64"", ""t1.c65"", ""t1.c66"", ""t1.c67"", ""t1.c68"", ""t1.c69"", ""t1.c7"", ""t1.c70"", ""t1.c71"", ""t1.c72"", ""t1.c73"", ""t1.c74"", ""t1.c8"", ""t1.c9""]",UNKNOWN_COLUMN_ID,PASS
seed_000150,verification.jsonl,/warnings/0/details,/target_groups/0/field_mapping/c1.f1,column,unique_exact_identifier_name,1,1,1,t9.alignment_id,t9.c1,12,"[""t9.c1"", ""t9.c10"", ""t9.c11"", ""t9.c12"", ""t9.c2"", ""t9.c3"", ""t9.c4"", ""t9.c5"", ""t9.c6"", ""t9.c7"", ""t9.c8"", ""t9.c9""]",UNKNOWN_COLUMN_ID,PASS
seed_000150,verification.jsonl,/warnings/1/details,/target_groups/0/field_mapping/c1.f4,column,unique_exact_identifier_name,1,1,1,t9.superhero_name,t9.c11,12,"[""t9.c1"", ""t9.c10"", ""t9.c11"", ""t9.c12"", ""t9.c2"", ""t9.c3"", ""t9.c4"", ""t9.c5"", ""t9.c6"", ""t9.c7"", ""t9.c8"", ""t9.c9""]",UNKNOWN_COLUMN_ID,PASS
seed_000150,verification.jsonl,/warnings/2/details,/target_groups/0/field_mapping/c1.f5,column,unique_exact_identifier_name,1,1,1,t9.gender_id,t9.c4,12,"[""t9.c1"", ""t9.c10"", ""t9.c11"", ""t9.c12"", ""t9.c2"", ""t9.c3"", ""t9.c4"", ""t9.c5"", ""t9.c6"", ""t9.c7"", ""t9.c8"", ""t9.c9""]",UNKNOWN_COLUMN_ID,PASS
seed_000185,verification.jsonl,/normalized_plan/write_groups/0/reference_trace/constrained_reference_repairs/0,/target_groups/0/field_mapping/c1.f1,column,unique_exact_identifier_name,1,1,1,t6.major_id,t6.c3,4,"[""t6.c1"", ""t6.c2"", ""t6.c3"", ""t6.c4""]",UNKNOWN_COLUMN_ID,PASS
seed_000185,verification.jsonl,/normalized_plan/write_groups/0/reference_trace/constrained_reference_repairs/1,/target_groups/0/field_mapping/c1.f2,column,unique_exact_identifier_name,1,1,1,t6.major_name,t6.c4,4,"[""t6.c1"", ""t6.c2"", ""t6.c3"", ""t6.c4""]",UNKNOWN_COLUMN_ID,PASS
seed_000185,verification.jsonl,/normalized_plan/write_groups/0/reference_trace/constrained_reference_repairs/2,/target_groups/0/field_mapping/c1.f3,column,unique_exact_identifier_name,1,1,1,t6.department,t6.c2,4,"[""t6.c1"", ""t6.c2"", ""t6.c3"", ""t6.c4""]",UNKNOWN_COLUMN_ID,PASS
seed_000185,verification.jsonl,/normalized_plan/write_groups/0/reference_trace/constrained_reference_repairs/3,/target_groups/0/field_mapping/c1.f4,column,unique_exact_identifier_name,1,1,1,t6.college,t6.c1,4,"[""t6.c1"", ""t6.c2"", ""t6.c3"", ""t6.c4""]",UNKNOWN_COLUMN_ID,PASS
seed_000229,verification.jsonl,/warnings/0/details,/target_groups/0/field_mapping/c1.f1,column,unique_exact_identifier_name,1,1,1,t9.superhero_name,t9.c11,12,"[""t9.c1"", ""t9.c10"", ""t9.c11"", ""t9.c12"", ""t9.c2"", ""t9.c3"", ""t9.c4"", ""t9.c5"", ""t9.c6"", ""t9.c7"", ""t9.c8"", ""t9.c9""]",UNKNOWN_COLUMN_ID,PASS
seed_000229,verification.jsonl,/warnings/1/details,/target_groups/0/field_mapping/c1.f2,column,unique_exact_identifier_name,1,1,1,t9.full_name,t9.c3,12,"[""t9.c1"", ""t9.c10"", ""t9.c11"", ""t9.c12"", ""t9.c2"", ""t9.c3"", ""t9.c4"", ""t9.c5"", ""t9.c6"", ""t9.c7"", ""t9.c8"", ""t9.c9""]",UNKNOWN_COLUMN_ID,PASS
seed_000229,verification.jsonl,/warnings/2/details,/target_groups/0/field_mapping/c1.f6,column,unique_exact_identifier_name,1,1,1,t9.height_cm,t9.c6,12,"[""t9.c1"", ""t9.c10"", ""t9.c11"", ""t9.c12"", ""t9.c2"", ""t9.c3"", ""t9.c4"", ""t9.c5"", ""t9.c6"", ""t9.c7"", ""t9.c8"", ""t9.c9""]",UNKNOWN_COLUMN_ID,PASS
seed_000229,verification.jsonl,/warnings/3/details,/target_groups/0/field_mapping/c1.f7,column,unique_exact_identifier_name,1,1,1,t9.weight_kg,t9.c12,12,"[""t9.c1"", ""t9.c10"", ""t9.c11"", ""t9.c12"", ""t9.c2"", ""t9.c3"", ""t9.c4"", ""t9.c5"", ""t9.c6"", ""t9.c7"", ""t9.c8"", ""t9.c9""]",UNKNOWN_COLUMN_ID,PASS
seed_000288,verification.jsonl,/normalized_plan/write_groups/0/reference_trace/constrained_reference_repairs/0,/target_groups/0/field_mapping/c1.f1,column,unique_exact_identifier_name,1,1,1,t3.client_id,t3.c2,4,"[""t3.c1"", ""t3.c2"", ""t3.c3"", ""t3.c4""]",UNKNOWN_COLUMN_ID,PASS
seed_000288,verification.jsonl,/normalized_plan/write_groups/0/reference_trace/constrained_reference_repairs/1,/target_groups/0/field_mapping/c1.f2,column,unique_exact_identifier_name,1,1,1,t3.gender,t3.c4,4,"[""t3.c1"", ""t3.c2"", ""t3.c3"", ""t3.c4""]",UNKNOWN_COLUMN_ID,PASS
seed_000288,verification.jsonl,/normalized_plan/write_groups/0/reference_trace/constrained_reference_repairs/2,/target_groups/0/field_mapping/c1.f3,column,unique_exact_identifier_name,1,1,1,t3.birth_date,t3.c1,4,"[""t3.c1"", ""t3.c2"", ""t3.c3"", ""t3.c4""]",UNKNOWN_COLUMN_ID,PASS
seed_000288,verification.jsonl,/normalized_plan/write_groups/0/reference_trace/constrained_reference_repairs/3,/target_groups/0/field_mapping/c1.f4,column,unique_exact_identifier_name,1,1,1,t3.district_id,t3.c3,4,"[""t3.c1"", ""t3.c2"", ""t3.c3"", ""t3.c4""]",UNKNOWN_COLUMN_ID,PASS
seed_000334,verification.jsonl,/normalized_plan/write_groups/0/reference_trace/constrained_reference_repairs/0,/target_groups/0/field_mapping/c1.f1,column,unique_exact_identifier_name,1,1,1,t3.client_id,t3.c2,4,"[""t3.c1"", ""t3.c2"", ""t3.c3"", ""t3.c4""]",UNKNOWN_COLUMN_ID,PASS
seed_000334,verification.jsonl,/normalized_plan/write_groups/0/reference_trace/constrained_reference_repairs/1,/target_groups/0/field_mapping/c1.f2,column,unique_exact_identifier_name,1,1,1,t3.gender,t3.c4,4,"[""t3.c1"", ""t3.c2"", ""t3.c3"", ""t3.c4""]",UNKNOWN_COLUMN_ID,PASS
seed_000334,verification.jsonl,/normalized_plan/write_groups/0/reference_trace/constrained_reference_repairs/2,/target_groups/0/field_mapping/c1.f3,column,unique_exact_identifier_name,1,1,1,t3.birth_date,t3.c1,4,"[""t3.c1"", ""t3.c2"", ""t3.c3"", ""t3.c4""]",UNKNOWN_COLUMN_ID,PASS
seed_000334,verification.jsonl,/normalized_plan/write_groups/0/reference_trace/constrained_reference_repairs/3,/target_groups/0/field_mapping/c1.f4,column,unique_exact_identifier_name,1,1,1,t3.district_id,t3.c3,4,"[""t3.c1"", ""t3.c2"", ""t3.c3"", ""t3.c4""]",UNKNOWN_COLUMN_ID,PASS
