sample_id,db_id,method,error_category,error_stage,error_type,error_message,detected_mode,detected_format
final_vaccine_055,vaccine,J-FS-M,correct,correct,,,semi_structured,key_value
final_vaccine_056,vaccine,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,key_value
final_vaccine_057,vaccine,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,key_value
final_vaccine_058,vaccine,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,csv
final_vaccine_059,vaccine,J-FS-M,E1_invalid_output,parsing,parse_error,,semi_structured,csv
final_vaccine_060,vaccine,J-FS-M,E1_invalid_output,parsing,parse_error,,semi_structured,csv
final_virtual_001,virtual,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,free_text,free_text
final_virtual_002,virtual,J-FS-M,E16_state_mismatch,state,wrong_state,,free_text,free_text
final_virtual_003,virtual,J-FS-M,correct,correct,,,free_text,free_text
final_virtual_004,virtual,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,multi_json_collection
final_virtual_005,virtual,J-FS-M,correct,correct,,,semi_structured,multi_json_collection
final_virtual_006,virtual,J-FS-M,correct,correct,,,semi_structured,json_array
final_virtual_007,virtual,J-FS-M,correct,correct,,,semi_structured,markdown_table
final_virtual_008,virtual,J-FS-M,correct,correct,,,semi_structured,markdown_table
final_virtual_009,virtual,J-FS-M,E1_invalid_output,parsing,parse_error,,semi_structured,markdown_table
final_virtual_010,virtual,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,multi_table
final_virtual_011,virtual,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,multi_table
final_virtual_012,virtual,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,multi_table
final_virtual_013,virtual,J-FS-M,E1_invalid_output,parsing,parse_error,,semi_structured,csv
final_virtual_014,virtual,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,csv
final_virtual_015,virtual,J-FS-M,correct,correct,,,semi_structured,csv
final_virtual_016,virtual,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,free_text,free_text
final_virtual_017,virtual,J-FS-M,E1_invalid_output,parsing,parse_error,,free_text,free_text
final_virtual_018,virtual,J-FS-M,E1_invalid_output,parsing,parse_error,,free_text,free_text
final_virtual_019,virtual,J-FS-M,correct,correct,,,semi_structured,multi_json_collection
final_virtual_020,virtual,J-FS-M,E1_invalid_output,parsing,parse_error,,semi_structured,json_array
final_virtual_021,virtual,J-FS-M,correct,correct,,,semi_structured,multi_json_collection
final_virtual_022,virtual,J-FS-M,correct,correct,,,semi_structured,markdown_table
final_virtual_023,virtual,J-FS-M,E1_invalid_output,parsing,parse_error,,semi_structured,markdown_table
final_virtual_024,virtual,J-FS-M,E1_invalid_output,parsing,parse_error,,semi_structured,markdown_table
final_virtual_025,virtual,J-FS-M,correct,correct,,,semi_structured,key_value
final_virtual_026,virtual,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,key_value
final_virtual_027,virtual,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,key_value
final_virtual_028,virtual,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,csv
final_virtual_029,virtual,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,csv
final_virtual_030,virtual,J-FS-M,E1_invalid_output,parsing,parse_error,,semi_structured,csv
final_virtual_031,virtual,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,free_text,free_text
final_virtual_032,virtual,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,free_text,free_text
final_virtual_033,virtual,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,free_text,free_text
final_virtual_034,virtual,J-FS-M,correct,correct,,,semi_structured,json_object
final_virtual_035,virtual,J-FS-M,correct,correct,,,semi_structured,multi_json_collection
final_virtual_036,virtual,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,multi_json_collection
final_virtual_037,virtual,J-FS-M,E1_invalid_output,parsing,parse_error,,semi_structured,markdown_table
final_virtual_038,virtual,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,markdown_table
final_virtual_039,virtual,J-FS-M,E1_invalid_output,parsing,parse_error,,semi_structured,markdown_table
final_virtual_040,virtual,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,key_value
final_virtual_041,virtual,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,key_value
final_virtual_042,virtual,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,key_value
final_virtual_043,virtual,J-FS-M,correct,correct,,,semi_structured,csv
final_virtual_044,virtual,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,csv
final_virtual_045,virtual,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,csv
final_virtual_046,virtual,J-FS-M,correct,correct,,,free_text,free_text
final_virtual_047,virtual,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,free_text,free_text
final_virtual_048,virtual,J-FS-M,E1_invalid_output,parsing,parse_error,,free_text,free_text
final_virtual_049,virtual,J-FS-M,correct,correct,,,semi_structured,multi_json_collection
final_virtual_050,virtual,J-FS-M,correct,correct,,,semi_structured,multi_json_collection
final_virtual_051,virtual,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,json_array
final_virtual_052,virtual,J-FS-M,E13_dependency_fk,execution,execution_error,FOREIGN KEY constraint failed,semi_structured,markdown_table
final_virtual_053,virtual,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,markdown_table
final_virtual_054,virtual,J-FS-M,E1_invalid_output,parsing,parse_error,,semi_structured,markdown_table
final_virtual_055,virtual,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,key_value
final_virtual_056,virtual,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,key_value
final_virtual_057,virtual,J-FS-M,other,other,MISSING_WRITE_GROUPS,Write Plan must contain a non-empty write_groups list.,semi_structured,key_value
final_virtual_058,virtual,J-FS-M,correct,correct,,,semi_structured,csv
final_virtual_059,virtual,J-FS-M,E1_invalid_output,parsing,parse_error,,semi_structured,csv
final_virtual_060,virtual,J-FS-M,E1_invalid_output,parsing,parse_error,,semi_structured,csv
