sample_id,method,db_id,execution_success,current_target_correct,all_table_target_correct,current_strict_correct,all_table_strict_correct,current_off_target,all_table_off_target,target_mismatch,strict_mismatch,off_target_mismatch,current_mismatch_tables,all_table_mismatch_tables,all_table_off_target_tables
final_archeology_029,J-FS-M,archeology,True,True,True,True,True,False,False,False,False,False,,,
final_archeology_030,J-FS-M,archeology,True,True,True,True,True,False,False,False,False,False,,,
final_archeology_031,J-FS-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_032,J-FS-M,archeology,True,True,True,True,True,False,False,False,False,False,,,
final_archeology_033,J-FS-M,archeology,True,True,True,True,True,False,False,False,False,False,,,
final_archeology_034,J-FS-M,archeology,True,True,True,True,True,False,False,False,False,False,,,
final_archeology_035,J-FS-M,archeology,True,True,True,True,True,False,False,False,False,False,,,
final_archeology_036,J-FS-M,archeology,True,True,True,True,True,False,False,False,False,False,,,
final_archeology_037,J-FS-M,archeology,True,True,True,True,True,False,False,False,False,False,,,
final_archeology_038,J-FS-M,archeology,True,True,True,True,True,False,False,False,False,False,,,
final_archeology_039,J-FS-M,archeology,True,True,True,True,True,False,False,False,False,False,,,
final_archeology_040,J-FS-M,archeology,True,True,True,True,True,False,False,False,False,False,,,
final_archeology_041,J-FS-M,archeology,True,True,True,True,True,False,False,False,False,False,,,
final_archeology_042,J-FS-M,archeology,True,True,True,True,True,False,False,False,False,False,,,
final_archeology_043,J-FS-M,archeology,True,True,True,True,True,False,False,False,False,False,,,
final_archeology_044,J-FS-M,archeology,True,True,True,True,True,False,False,False,False,False,,,
final_archeology_045,J-FS-M,archeology,True,True,True,True,True,False,False,False,False,False,,,
final_archeology_046,J-FS-M,archeology,True,True,True,True,True,False,False,False,False,False,,,
final_archeology_047,J-FS-M,archeology,True,True,True,True,True,False,False,False,False,False,,,
final_archeology_048,J-FS-M,archeology,True,True,True,True,True,False,False,False,False,False,,,
final_archeology_049,J-FS-M,archeology,True,True,True,True,True,False,False,False,False,False,,,
final_archeology_050,J-FS-M,archeology,True,True,True,True,True,False,False,False,False,False,,,
final_archeology_051,J-FS-M,archeology,True,True,True,True,True,False,False,False,False,False,,,
final_archeology_052,J-FS-M,archeology,True,True,True,True,True,False,False,False,False,False,,,
final_archeology_053,J-FS-M,archeology,True,True,True,True,True,False,False,False,False,False,,,
final_archeology_054,J-FS-M,archeology,True,True,True,True,True,False,False,False,False,False,,,
final_archeology_055,J-FS-M,archeology,True,True,True,True,True,False,False,False,False,False,,,
final_archeology_056,J-FS-M,archeology,True,True,True,True,True,False,False,False,False,False,,,
final_archeology_057,J-FS-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_058,J-FS-M,archeology,True,True,True,True,True,False,False,False,False,False,,,
final_archeology_059,J-FS-M,archeology,True,True,True,True,True,False,False,False,False,False,,,
final_archeology_060,J-FS-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_polar_001,J-FS-M,polar,True,True,True,True,True,False,False,False,False,False,,,
final_polar_002,J-FS-M,polar,True,True,True,True,True,False,False,False,False,False,,,
final_polar_003,J-FS-M,polar,False,False,False,False,False,False,False,False,False,False,,,
final_polar_004,J-FS-M,polar,True,True,True,True,True,False,False,False,False,False,,,
final_polar_005,J-FS-M,polar,True,True,True,True,True,False,False,False,False,False,,,
final_polar_006,J-FS-M,polar,True,True,True,True,True,False,False,False,False,False,,,
final_polar_007,J-FS-M,polar,True,True,True,True,True,False,False,False,False,False,,,
final_polar_008,J-FS-M,polar,True,True,True,True,True,False,False,False,False,False,,,
final_polar_009,J-FS-M,polar,False,False,False,False,False,False,False,False,False,False,,,
final_polar_010,J-FS-M,polar,True,True,True,True,True,False,False,False,False,False,,,
final_polar_011,J-FS-M,polar,True,True,True,True,True,False,False,False,False,False,,,
final_polar_012,J-FS-M,polar,True,True,True,True,True,False,False,False,False,False,,,
final_polar_013,J-FS-M,polar,True,True,True,True,True,False,False,False,False,False,,,
final_polar_014,J-FS-M,polar,True,True,True,True,True,False,False,False,False,False,,,
final_polar_015,J-FS-M,polar,False,False,False,False,False,False,False,False,False,False,,,
final_polar_016,J-FS-M,polar,True,True,True,True,True,False,False,False,False,False,,,
final_polar_017,J-FS-M,polar,True,True,True,True,True,False,False,False,False,False,,,
final_polar_018,J-FS-M,polar,False,False,False,False,False,False,False,False,False,False,,,
final_polar_019,J-FS-M,polar,True,True,True,True,True,False,False,False,False,False,,,
final_polar_020,J-FS-M,polar,True,True,True,True,True,False,False,False,False,False,,,
final_polar_021,J-FS-M,polar,False,False,False,False,False,False,False,False,False,False,,,
final_polar_022,J-FS-M,polar,True,True,True,True,True,False,False,False,False,False,,,
final_polar_023,J-FS-M,polar,True,True,True,True,True,False,False,False,False,False,,,
final_polar_024,J-FS-M,polar,True,True,True,True,True,False,False,False,False,False,,,
final_polar_025,J-FS-M,polar,True,True,True,True,True,False,False,False,False,False,,,
final_polar_026,J-FS-M,polar,True,True,True,True,True,False,False,False,False,False,,,
final_polar_027,J-FS-M,polar,False,False,False,False,False,False,False,False,False,False,,,
final_polar_028,J-FS-M,polar,True,True,True,True,True,False,False,False,False,False,,,
final_polar_029,J-FS-M,polar,True,True,True,True,True,False,False,False,False,False,,,
final_polar_030,J-FS-M,polar,False,False,False,False,False,False,False,False,False,False,,,
final_polar_031,J-FS-M,polar,True,True,True,True,True,False,False,False,False,False,,,
final_polar_032,J-FS-M,polar,True,True,True,True,True,False,False,False,False,False,,,
final_polar_033,J-FS-M,polar,False,False,False,False,False,False,False,False,False,False,,,
final_polar_034,J-FS-M,polar,True,True,True,True,True,False,False,False,False,False,,,
final_polar_035,J-FS-M,polar,True,True,True,True,True,False,False,False,False,False,,,
final_polar_036,J-FS-M,polar,False,False,False,False,False,False,False,False,False,False,,,
final_polar_037,J-FS-M,polar,True,True,True,True,True,False,False,False,False,False,,,
final_polar_038,J-FS-M,polar,True,False,False,False,False,False,False,False,False,False,lightingandsafety,lightingandsafety,
final_polar_039,J-FS-M,polar,False,False,False,False,False,False,False,False,False,False,,,
final_polar_040,J-FS-M,polar,True,True,True,True,True,False,False,False,False,False,,,
final_polar_041,J-FS-M,polar,True,True,True,True,True,False,False,False,False,False,,,
final_polar_042,J-FS-M,polar,False,False,False,False,False,False,False,False,False,False,,,
final_polar_043,J-FS-M,polar,True,True,True,True,True,False,False,False,False,False,,,
final_polar_044,J-FS-M,polar,True,True,True,True,True,False,False,False,False,False,,,
final_polar_045,J-FS-M,polar,True,True,True,True,True,False,False,False,False,False,,,
final_polar_046,J-FS-M,polar,True,True,True,True,True,False,False,False,False,False,,,
final_polar_047,J-FS-M,polar,True,True,True,True,True,False,False,False,False,False,,,
final_polar_048,J-FS-M,polar,True,True,True,True,True,False,False,False,False,False,,,
final_polar_049,J-FS-M,polar,True,True,True,True,True,False,False,False,False,False,,,
final_polar_050,J-FS-M,polar,True,True,True,True,True,False,False,False,False,False,,,
final_polar_051,J-FS-M,polar,True,True,True,True,True,False,False,False,False,False,,,
final_polar_052,J-FS-M,polar,True,True,True,True,True,False,False,False,False,False,,,
final_polar_053,J-FS-M,polar,True,True,True,True,True,False,False,False,False,False,,,
final_polar_054,J-FS-M,polar,False,False,False,False,False,False,False,False,False,False,,,
final_polar_055,J-FS-M,polar,True,True,True,True,True,False,False,False,False,False,,,
final_polar_056,J-FS-M,polar,True,True,True,True,True,False,False,False,False,False,,,
final_polar_057,J-FS-M,polar,True,True,True,True,True,False,False,False,False,False,,,
final_polar_058,J-FS-M,polar,True,True,True,True,True,False,False,False,False,False,,,
final_polar_059,J-FS-M,polar,True,True,True,True,True,False,False,False,False,False,,,
final_polar_060,J-FS-M,polar,False,False,False,False,False,False,False,False,False,False,,,
final_robot_001,J-FS-M,robot,True,True,True,True,True,False,False,False,False,False,,,
final_robot_002,J-FS-M,robot,True,True,True,True,True,False,False,False,False,False,,,
final_robot_003,J-FS-M,robot,True,True,True,True,True,False,False,False,False,False,,,
final_robot_004,J-FS-M,robot,True,True,True,True,True,False,False,False,False,False,,,
final_robot_005,J-FS-M,robot,True,True,True,True,True,False,False,False,False,False,,,
final_robot_006,J-FS-M,robot,True,True,True,True,True,False,False,False,False,False,,,
final_robot_007,J-FS-M,robot,True,True,True,True,True,False,False,False,False,False,,,
final_robot_008,J-FS-M,robot,True,True,True,True,True,False,False,False,False,False,,,
final_robot_009,J-FS-M,robot,True,True,True,True,True,False,False,False,False,False,,,
final_robot_010,J-FS-M,robot,True,True,True,True,True,False,False,False,False,False,,,
final_robot_011,J-FS-M,robot,True,True,True,True,True,False,False,False,False,False,,,
final_robot_012,J-FS-M,robot,True,True,True,True,True,False,False,False,False,False,,,
final_robot_013,J-FS-M,robot,True,True,True,True,True,False,False,False,False,False,,,
final_robot_014,J-FS-M,robot,True,True,True,True,True,False,False,False,False,False,,,
final_robot_015,J-FS-M,robot,True,True,True,True,True,False,False,False,False,False,,,
final_robot_016,J-FS-M,robot,True,True,True,True,True,False,False,False,False,False,,,
final_robot_017,J-FS-M,robot,True,False,False,False,False,False,False,False,False,False,actuation_data,actuation_data,
final_robot_018,J-FS-M,robot,True,True,True,True,True,False,False,False,False,False,,,
final_robot_019,J-FS-M,robot,True,True,True,True,True,False,False,False,False,False,,,
final_robot_020,J-FS-M,robot,True,True,True,True,True,False,False,False,False,False,,,
final_robot_021,J-FS-M,robot,True,True,True,True,True,False,False,False,False,False,,,
final_robot_022,J-FS-M,robot,True,True,True,True,True,False,False,False,False,False,,,
final_robot_023,J-FS-M,robot,True,True,True,True,True,False,False,False,False,False,,,
final_robot_024,J-FS-M,robot,True,True,True,True,True,False,False,False,False,False,,,
final_robot_025,J-FS-M,robot,True,True,True,True,True,False,False,False,False,False,,,
final_robot_026,J-FS-M,robot,True,True,True,True,True,False,False,False,False,False,,,
final_robot_027,J-FS-M,robot,True,True,True,True,True,False,False,False,False,False,,,
final_robot_028,J-FS-M,robot,True,True,True,True,True,False,False,False,False,False,,,
final_robot_029,J-FS-M,robot,True,True,True,True,True,False,False,False,False,False,,,
final_robot_030,J-FS-M,robot,True,True,True,True,True,False,False,False,False,False,,,
final_robot_031,J-FS-M,robot,True,True,True,True,True,False,False,False,False,False,,,
final_robot_032,J-FS-M,robot,True,True,True,True,True,False,False,False,False,False,,,
final_robot_033,J-FS-M,robot,True,True,True,True,True,False,False,False,False,False,,,
final_robot_034,J-FS-M,robot,True,True,True,True,True,False,False,False,False,False,,,
final_robot_035,J-FS-M,robot,True,True,True,True,True,False,False,False,False,False,,,
final_robot_036,J-FS-M,robot,True,True,True,True,True,False,False,False,False,False,,,
final_robot_037,J-FS-M,robot,True,True,True,True,True,False,False,False,False,False,,,
final_robot_038,J-FS-M,robot,True,True,True,True,True,False,False,False,False,False,,,
final_robot_039,J-FS-M,robot,True,True,True,True,True,False,False,False,False,False,,,
final_robot_040,J-FS-M,robot,True,True,True,True,True,False,False,False,False,False,,,
final_robot_041,J-FS-M,robot,True,True,True,True,True,False,False,False,False,False,,,
final_robot_042,J-FS-M,robot,True,True,True,True,True,False,False,False,False,False,,,
final_robot_043,J-FS-M,robot,True,True,True,True,True,False,False,False,False,False,,,
final_robot_044,J-FS-M,robot,True,True,True,True,True,False,False,False,False,False,,,
final_robot_045,J-FS-M,robot,True,True,True,True,True,False,False,False,False,False,,,
final_robot_046,J-FS-M,robot,True,True,True,True,True,False,False,False,False,False,,,
final_robot_047,J-FS-M,robot,True,True,True,True,True,False,False,False,False,False,,,
final_robot_048,J-FS-M,robot,True,True,True,True,True,False,False,False,False,False,,,
final_robot_049,J-FS-M,robot,True,True,True,True,True,False,False,False,False,False,,,
final_robot_050,J-FS-M,robot,True,True,True,True,True,False,False,False,False,False,,,
final_robot_051,J-FS-M,robot,True,True,True,True,True,False,False,False,False,False,,,
final_robot_052,J-FS-M,robot,True,True,True,True,True,False,False,False,False,False,,,
final_robot_053,J-FS-M,robot,True,True,True,True,True,False,False,False,False,False,,,
final_robot_054,J-FS-M,robot,True,True,True,True,True,False,False,False,False,False,,,
final_robot_055,J-FS-M,robot,True,True,True,True,True,False,False,False,False,False,,,
final_robot_056,J-FS-M,robot,True,True,True,True,True,False,False,False,False,False,,,
final_robot_057,J-FS-M,robot,True,True,True,True,True,False,False,False,False,False,,,
final_robot_058,J-FS-M,robot,True,True,True,True,True,False,False,False,False,False,,,
final_robot_059,J-FS-M,robot,True,True,True,True,True,False,False,False,False,False,,,
final_robot_060,J-FS-M,robot,True,True,True,True,True,False,False,False,False,False,,,
final_vaccine_001,J-FS-M,vaccine,True,False,False,False,False,False,False,False,False,False,shipments,shipments,
final_vaccine_002,J-FS-M,vaccine,False,False,False,False,False,False,False,False,False,False,,,
final_vaccine_003,J-FS-M,vaccine,False,False,False,False,False,False,False,False,False,False,,,
final_vaccine_004,J-FS-M,vaccine,True,True,True,True,True,False,False,False,False,False,,,
final_vaccine_005,J-FS-M,vaccine,True,True,True,True,True,False,False,False,False,False,,,
final_vaccine_006,J-FS-M,vaccine,True,True,True,True,True,False,False,False,False,False,,,
final_vaccine_007,J-FS-M,vaccine,True,True,True,True,True,False,False,False,False,False,,,
final_vaccine_008,J-FS-M,vaccine,True,True,True,True,True,False,False,False,False,False,,,
final_vaccine_009,J-FS-M,vaccine,True,True,True,True,True,False,False,False,False,False,,,
final_vaccine_010,J-FS-M,vaccine,True,True,True,True,True,False,False,False,False,False,,,
final_vaccine_011,J-FS-M,vaccine,True,True,True,True,True,False,False,False,False,False,,,
final_vaccine_012,J-FS-M,vaccine,True,True,True,True,True,False,False,False,False,False,,,
final_vaccine_013,J-FS-M,vaccine,True,True,True,True,True,False,False,False,False,False,,,
final_vaccine_014,J-FS-M,vaccine,True,True,True,True,True,False,False,False,False,False,,,
final_vaccine_015,J-FS-M,vaccine,False,False,False,False,False,False,False,False,False,False,,,
final_vaccine_016,J-FS-M,vaccine,False,False,False,False,False,False,False,False,False,False,,,
final_vaccine_017,J-FS-M,vaccine,False,False,False,False,False,False,False,False,False,False,,,
final_vaccine_018,J-FS-M,vaccine,False,False,False,False,False,False,False,False,False,False,,,
final_vaccine_019,J-FS-M,vaccine,True,True,True,True,True,False,False,False,False,False,,,
final_vaccine_020,J-FS-M,vaccine,True,True,True,True,True,False,False,False,False,False,,,
final_vaccine_021,J-FS-M,vaccine,False,False,False,False,False,False,False,False,False,False,,,
final_vaccine_022,J-FS-M,vaccine,True,True,True,True,True,False,False,False,False,False,,,
final_vaccine_023,J-FS-M,vaccine,True,True,True,True,True,False,False,False,False,False,,,
final_vaccine_024,J-FS-M,vaccine,True,True,True,True,True,False,False,False,False,False,,,
final_vaccine_025,J-FS-M,vaccine,True,True,True,True,True,False,False,False,False,False,,,
final_vaccine_026,J-FS-M,vaccine,True,True,True,True,True,False,False,False,False,False,,,
final_vaccine_027,J-FS-M,vaccine,True,True,True,True,True,False,False,False,False,False,,,
final_vaccine_028,J-FS-M,vaccine,True,True,True,True,True,False,False,False,False,False,,,
final_vaccine_029,J-FS-M,vaccine,True,True,True,True,True,False,False,False,False,False,,,
final_vaccine_030,J-FS-M,vaccine,True,True,True,True,True,False,False,False,False,False,,,
final_vaccine_031,J-FS-M,vaccine,True,False,False,False,False,False,False,False,False,False,regulatoryandmaintenance|sensordata,regulatoryandmaintenance|sensordata,
final_vaccine_032,J-FS-M,vaccine,True,True,True,True,True,False,False,False,False,False,,,
final_vaccine_033,J-FS-M,vaccine,True,True,True,True,True,False,False,False,False,False,,,
final_vaccine_034,J-FS-M,vaccine,True,True,True,True,True,False,False,False,False,False,,,
final_vaccine_035,J-FS-M,vaccine,True,True,True,True,True,False,False,False,False,False,,,
final_vaccine_036,J-FS-M,vaccine,True,True,True,True,True,False,False,False,False,False,,,
final_vaccine_037,J-FS-M,vaccine,True,True,True,True,True,False,False,False,False,False,,,
final_vaccine_038,J-FS-M,vaccine,False,False,False,False,False,False,False,False,False,False,,,
final_vaccine_039,J-FS-M,vaccine,False,False,False,False,False,False,False,False,False,False,,,
final_vaccine_040,J-FS-M,vaccine,True,True,True,True,True,False,False,False,False,False,,,
final_vaccine_041,J-FS-M,vaccine,True,True,True,True,True,False,False,False,False,False,,,
final_vaccine_042,J-FS-M,vaccine,True,True,True,True,True,False,False,False,False,False,,,
final_vaccine_043,J-FS-M,vaccine,True,True,True,True,True,False,False,False,False,False,,,
final_vaccine_044,J-FS-M,vaccine,True,True,True,True,True,False,False,False,False,False,,,
final_vaccine_045,J-FS-M,vaccine,False,False,False,False,False,False,False,False,False,False,,,
final_vaccine_046,J-FS-M,vaccine,True,True,True,True,True,False,False,False,False,False,,,
final_vaccine_047,J-FS-M,vaccine,False,False,False,False,False,False,False,False,False,False,,,
final_vaccine_048,J-FS-M,vaccine,True,True,True,True,True,False,False,False,False,False,,,
final_vaccine_049,J-FS-M,vaccine,True,True,True,True,True,False,False,False,False,False,,,
final_vaccine_050,J-FS-M,vaccine,False,False,False,False,False,False,False,False,False,False,,,
final_vaccine_051,J-FS-M,vaccine,True,True,True,True,True,False,False,False,False,False,,,
final_vaccine_052,J-FS-M,vaccine,True,True,True,True,True,False,False,False,False,False,,,
final_vaccine_053,J-FS-M,vaccine,True,True,True,True,True,False,False,False,False,False,,,
final_vaccine_054,J-FS-M,vaccine,False,False,False,False,False,False,False,False,False,False,,,
final_vaccine_055,J-FS-M,vaccine,True,True,True,True,True,False,False,False,False,False,,,
final_vaccine_056,J-FS-M,vaccine,True,True,True,True,True,False,False,False,False,False,,,
final_vaccine_057,J-FS-M,vaccine,True,True,True,True,True,False,False,False,False,False,,,
final_vaccine_058,J-FS-M,vaccine,True,True,True,True,True,False,False,False,False,False,,,
final_vaccine_059,J-FS-M,vaccine,True,True,True,True,True,False,False,False,False,False,,,
final_vaccine_060,J-FS-M,vaccine,True,True,True,True,True,False,False,False,False,False,,,
final_virtual_001,J-FS-M,virtual,True,True,True,True,True,False,False,False,False,False,,,
final_virtual_002,J-FS-M,virtual,True,False,False,False,False,False,False,False,False,False,interactions,interactions,
final_virtual_003,J-FS-M,virtual,True,True,True,True,True,False,False,False,False,False,,,
final_virtual_004,J-FS-M,virtual,True,True,True,True,True,False,False,False,False,False,,,
final_virtual_005,J-FS-M,virtual,True,True,True,True,True,False,False,False,False,False,,,
final_virtual_006,J-FS-M,virtual,True,True,True,True,True,False,False,False,False,False,,,
final_virtual_007,J-FS-M,virtual,True,True,True,True,True,False,False,False,False,False,,,
final_virtual_008,J-FS-M,virtual,True,True,True,True,True,False,False,False,False,False,,,
final_virtual_009,J-FS-M,virtual,True,True,True,True,True,False,False,False,False,False,,,
final_virtual_010,J-FS-M,virtual,True,True,True,True,True,False,False,False,False,False,,,
final_virtual_011,J-FS-M,virtual,True,True,True,True,True,False,False,False,False,False,,,
final_virtual_012,J-FS-M,virtual,True,True,True,True,True,False,False,False,False,False,,,
final_virtual_013,J-FS-M,virtual,True,True,True,True,True,False,False,False,False,False,,,
final_virtual_014,J-FS-M,virtual,True,True,True,True,True,False,False,False,False,False,,,
final_virtual_015,J-FS-M,virtual,True,True,True,True,True,False,False,False,False,False,,,
final_virtual_016,J-FS-M,virtual,False,False,False,False,False,False,False,False,False,False,,,
final_virtual_017,J-FS-M,virtual,True,False,False,False,False,False,False,False,False,False,engagement,engagement,
final_virtual_018,J-FS-M,virtual,True,True,True,True,True,False,False,False,False,False,,,
final_virtual_019,J-FS-M,virtual,True,True,True,True,True,False,False,False,False,False,,,
final_virtual_020,J-FS-M,virtual,True,True,True,True,True,False,False,False,False,False,,,
final_virtual_021,J-FS-M,virtual,True,True,True,True,True,False,False,False,False,False,,,
final_virtual_022,J-FS-M,virtual,True,True,True,True,True,False,False,False,False,False,,,
final_virtual_023,J-FS-M,virtual,True,True,True,True,True,False,False,False,False,False,,,
final_virtual_024,J-FS-M,virtual,True,True,True,True,True,False,False,False,False,False,,,
final_virtual_025,J-FS-M,virtual,True,True,True,True,True,False,False,False,False,False,,,
final_virtual_026,J-FS-M,virtual,True,True,True,True,True,False,False,False,False,False,,,
final_virtual_027,J-FS-M,virtual,True,True,True,True,True,False,False,False,False,False,,,
final_virtual_028,J-FS-M,virtual,True,True,True,True,True,False,False,False,False,False,,,
final_virtual_029,J-FS-M,virtual,True,True,True,True,True,False,False,False,False,False,,,
final_virtual_030,J-FS-M,virtual,True,True,True,True,True,False,False,False,False,False,,,
final_virtual_031,J-FS-M,virtual,False,False,False,False,False,False,False,False,False,False,,,
final_virtual_032,J-FS-M,virtual,True,True,True,True,True,False,False,False,False,False,,,
final_virtual_033,J-FS-M,virtual,True,True,True,True,True,False,False,False,False,False,,,
final_virtual_034,J-FS-M,virtual,True,True,True,True,True,False,False,False,False,False,,,
final_virtual_035,J-FS-M,virtual,True,True,True,True,True,False,False,False,False,False,,,
final_virtual_036,J-FS-M,virtual,True,True,True,True,True,False,False,False,False,False,,,
final_virtual_037,J-FS-M,virtual,True,True,True,True,True,False,False,False,False,False,,,
final_virtual_038,J-FS-M,virtual,True,True,True,True,True,False,False,False,False,False,,,
final_virtual_039,J-FS-M,virtual,True,True,True,True,True,False,False,False,False,False,,,
final_virtual_040,J-FS-M,virtual,True,True,True,True,True,False,False,False,False,False,,,
final_virtual_041,J-FS-M,virtual,True,True,True,True,True,False,False,False,False,False,,,
final_virtual_042,J-FS-M,virtual,True,True,True,True,True,False,False,False,False,False,,,
final_virtual_043,J-FS-M,virtual,True,True,True,True,True,False,False,False,False,False,,,
final_virtual_044,J-FS-M,virtual,True,True,True,True,True,False,False,False,False,False,,,
final_virtual_045,J-FS-M,virtual,True,True,True,True,True,False,False,False,False,False,,,
final_virtual_046,J-FS-M,virtual,False,False,False,False,False,False,False,False,False,False,,,
final_virtual_047,J-FS-M,virtual,True,True,True,True,True,False,False,False,False,False,,,
final_virtual_048,J-FS-M,virtual,True,True,True,True,True,False,False,False,False,False,,,
final_virtual_049,J-FS-M,virtual,True,True,True,True,True,False,False,False,False,False,,,
final_virtual_050,J-FS-M,virtual,True,True,True,True,True,False,False,False,False,False,,,
final_virtual_051,J-FS-M,virtual,True,True,True,True,True,False,False,False,False,False,,,
final_virtual_052,J-FS-M,virtual,True,True,True,True,True,False,False,False,False,False,,,
final_virtual_053,J-FS-M,virtual,True,True,True,True,True,False,False,False,False,False,,,
final_virtual_054,J-FS-M,virtual,True,True,True,True,True,False,False,False,False,False,,,
final_virtual_055,J-FS-M,virtual,True,True,True,True,True,False,False,False,False,False,,,
final_virtual_056,J-FS-M,virtual,True,True,True,True,True,False,False,False,False,False,,,
final_virtual_057,J-FS-M,virtual,True,True,True,True,True,False,False,False,False,False,,,
final_virtual_058,J-FS-M,virtual,True,True,True,True,True,False,False,False,False,False,,,
final_virtual_059,J-FS-M,virtual,True,True,True,True,True,False,False,False,False,False,,,
final_virtual_060,J-FS-M,virtual,True,True,True,True,True,False,False,False,False,False,,,
final_archeology_001,S-FS-v2-M,archeology,True,True,True,True,True,False,False,False,False,False,,,
final_archeology_002,S-FS-v2-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_003,S-FS-v2-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_004,S-FS-v2-M,archeology,True,True,True,True,True,False,False,False,False,False,,,
final_archeology_005,S-FS-v2-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_006,S-FS-v2-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_007,S-FS-v2-M,archeology,True,True,True,True,True,False,False,False,False,False,,,
final_archeology_008,S-FS-v2-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_009,S-FS-v2-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_010,S-FS-v2-M,archeology,True,True,True,True,True,False,False,False,False,False,,,
final_archeology_011,S-FS-v2-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_012,S-FS-v2-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_013,S-FS-v2-M,archeology,True,True,True,True,True,False,False,False,False,False,,,
final_archeology_014,S-FS-v2-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_015,S-FS-v2-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_016,S-FS-v2-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_017,S-FS-v2-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_018,S-FS-v2-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_019,S-FS-v2-M,archeology,True,True,True,True,True,False,False,False,False,False,,,
final_archeology_020,S-FS-v2-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_021,S-FS-v2-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_022,S-FS-v2-M,archeology,True,True,True,True,True,False,False,False,False,False,,,
final_archeology_023,S-FS-v2-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_024,S-FS-v2-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_025,S-FS-v2-M,archeology,True,True,True,True,True,False,False,False,False,False,,,
final_archeology_026,S-FS-v2-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_027,S-FS-v2-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_028,S-FS-v2-M,archeology,True,True,True,True,True,False,False,False,False,False,,,
final_archeology_029,S-FS-v2-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_030,S-FS-v2-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_031,S-FS-v2-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_032,S-FS-v2-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_033,S-FS-v2-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_034,S-FS-v2-M,archeology,True,True,True,True,True,False,False,False,False,False,,,
final_archeology_035,S-FS-v2-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_036,S-FS-v2-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_037,S-FS-v2-M,archeology,True,True,True,True,True,False,False,False,False,False,,,
final_archeology_038,S-FS-v2-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_039,S-FS-v2-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_040,S-FS-v2-M,archeology,True,True,True,True,True,False,False,False,False,False,,,
final_archeology_041,S-FS-v2-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_042,S-FS-v2-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_043,S-FS-v2-M,archeology,True,True,True,True,True,False,False,False,False,False,,,
final_archeology_044,S-FS-v2-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_045,S-FS-v2-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_046,S-FS-v2-M,archeology,True,True,True,True,True,False,False,False,False,False,,,
final_archeology_047,S-FS-v2-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_048,S-FS-v2-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_049,S-FS-v2-M,archeology,True,True,True,True,True,False,False,False,False,False,,,
final_archeology_050,S-FS-v2-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_051,S-FS-v2-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_052,S-FS-v2-M,archeology,True,True,True,True,True,False,False,False,False,False,,,
final_archeology_053,S-FS-v2-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_054,S-FS-v2-M,archeology,False,False,False,False,False,False,False,False,False,False,,,
final_archeology_055,S-FS-v2-M,archeology,True,True,True,True,True,False,False,False,False,False,,,
