sample_id,db_id,input_type,operation_type,V0_correct,V0_strict_correct,V0_first_failure,V1_correct,V1_strict_correct,V1_first_failure,V2_correct,V2_strict_correct,V2_first_failure,V3_correct,V3_strict_correct,V3_first_failure,V4_correct,V4_strict_correct,V4_first_failure,V5_correct,V5_strict_correct,V5_first_failure,V6_correct,V6_strict_correct,V6_first_failure,V7_correct,V7_strict_correct,V7_first_failure,V8_correct,V8_strict_correct,V8_first_failure,A_activated,B_activated,C_activated,D_activated,E_activated,F_activated,G1_activated,G2_activated,F_repair_attempted,F_repair_applied,F_repair_succeeded,F_repair_rules,G1_repair_attempted,G1_repair_applied,G1_repair_succeeded,G1_repair_rules,G2_repair_attempted,G2_repair_applied,G2_repair_succeeded,G2_repair_rules,repair_attempted,repair_applied,repair_succeeded
final_polar_037,polar,semi_structured,plain_insert,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_polar_038,polar,semi_structured,insert_ignore,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_polar_039,polar,semi_structured,upsert_update,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_polar_040,polar,semi_structured,plain_insert,0,0,verification,0,0,verification,0,0,verification,0,0,verification,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,0,0,1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_polar_041,polar,semi_structured,insert_ignore,0,0,reference_resolution,0,0,reference_resolution,0,0,preflight,0,0,preflight,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,1,0,1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_polar_042,polar,semi_structured,upsert_update,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,state_mismatch,0,0,state_mismatch,0,0,state_mismatch,0,0,state_mismatch,0,0,state_mismatch,1,0,0,1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_polar_043,polar,semi_structured,plain_insert,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_polar_044,polar,semi_structured,insert_ignore,0,0,preflight,0,0,preflight,0,0,preflight,0,0,preflight,0,0,preflight,0,0,preflight,0,0,preflight,0,0,preflight,0,0,preflight,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_polar_045,polar,semi_structured,upsert_update,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_polar_046,polar,free_text,plain_insert,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_polar_047,polar,free_text,insert_ignore,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,semantic_gate,0,0,semantic_gate,0,0,semantic_gate,0,0,semantic_gate,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_polar_048,polar,free_text,upsert_update,0,0,parse,0,0,parse,0,0,parse,0,0,parse,0,0,parse,0,0,parse,0,0,parse,0,0,parse,0,0,parse,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_polar_049,polar,semi_structured,plain_insert,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_polar_050,polar,semi_structured,insert_ignore,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_polar_051,polar,semi_structured,upsert_update,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_polar_052,polar,semi_structured,plain_insert,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_polar_053,polar,semi_structured,insert_ignore,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_polar_054,polar,semi_structured,upsert_update,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_polar_055,polar,semi_structured,plain_insert,0,0,verification,0,0,verification,0,0,verification,0,0,verification,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,0,1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_polar_056,polar,semi_structured,insert_ignore,0,0,verification,0,0,verification,0,0,verification,0,0,verification,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,0,0,1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_polar_057,polar,semi_structured,upsert_update,0,0,verification,0,0,verification,0,0,verification,0,0,verification,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,0,0,1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_polar_058,polar,semi_structured,plain_insert,0,0,state_mismatch,0,0,state_mismatch,0,0,state_mismatch,0,0,state_mismatch,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,1,0,1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_polar_059,polar,semi_structured,insert_ignore,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_polar_060,polar,semi_structured,upsert_update,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_robot_001,robot,free_text,plain_insert,0,0,parse,0,0,parse,0,0,parse,0,0,parse,0,0,parse,0,0,parse,0,0,parse,0,0,parse,0,0,parse,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_robot_002,robot,free_text,insert_ignore,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_robot_003,robot,free_text,upsert_update,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_robot_004,robot,semi_structured,plain_insert,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_robot_005,robot,semi_structured,insert_ignore,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_robot_006,robot,semi_structured,upsert_update,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_robot_007,robot,semi_structured,plain_insert,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_robot_008,robot,semi_structured,insert_ignore,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_robot_009,robot,semi_structured,upsert_update,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_robot_010,robot,semi_structured,plain_insert,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_robot_011,robot,semi_structured,insert_ignore,0,0,verification,0,0,verification,0,0,verification,0,0,verification,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,0,0,1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_robot_012,robot,semi_structured,upsert_update,0,0,verification,0,0,verification,0,0,verification,0,0,verification,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,0,0,1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_robot_013,robot,semi_structured,plain_insert,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_robot_014,robot,semi_structured,insert_ignore,0,0,preflight,0,0,preflight,0,0,preflight,0,0,preflight,0,0,preflight,0,0,preflight,0,0,preflight,0,0,preflight,0,0,preflight,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_robot_015,robot,semi_structured,upsert_update,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_robot_016,robot,free_text,plain_insert,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,0,0,1,1,0,0,1,0,0,ambiguous_closed_set,0,0,0,,0,0,0,,1,0,0
final_robot_017,robot,free_text,insert_ignore,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,0,0,0,1,0,0,1,0,0,ambiguous_closed_set,0,0,0,,0,0,0,,1,0,0
final_robot_018,robot,free_text,upsert_update,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,semantic_preservation,0,0,semantic_preservation,0,0,semantic_preservation,0,0,semantic_preservation,0,0,semantic_preservation,0,0,semantic_preservation,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_robot_019,robot,semi_structured,plain_insert,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_robot_020,robot,semi_structured,insert_ignore,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,0,0,0,1,0,0,1,0,0,empty_closed_set,0,0,0,,0,0,0,,1,0,0
final_robot_021,robot,semi_structured,upsert_update,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,verification,0,0,verification,0,0,verification,0,0,0,0,0,1,0,0,1,1,1,unique_exact_identifier_name,0,0,0,,0,0,0,,1,1,1
final_robot_022,robot,semi_structured,plain_insert,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_robot_023,robot,semi_structured,insert_ignore,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_robot_024,robot,semi_structured,upsert_update,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_robot_025,robot,semi_structured,plain_insert,0,0,verification,0,0,verification,0,0,verification,0,0,verification,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,0,0,1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_robot_026,robot,semi_structured,insert_ignore,0,0,state_mismatch,0,0,state_mismatch,0,0,state_mismatch,0,0,state_mismatch,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,1,0,1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_robot_027,robot,semi_structured,upsert_update,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,1,1,1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_robot_028,robot,semi_structured,plain_insert,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_robot_029,robot,semi_structured,insert_ignore,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_robot_030,robot,semi_structured,upsert_update,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_robot_031,robot,free_text,plain_insert,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,0,0,1,1,0,0,1,0,0,ambiguous_closed_set,0,0,0,,0,0,0,,1,0,0
final_robot_032,robot,free_text,insert_ignore,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_robot_033,robot,free_text,upsert_update,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,semantic_preservation,0,0,semantic_preservation,0,0,semantic_preservation,0,0,semantic_preservation,0,0,semantic_preservation,0,0,semantic_preservation,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_robot_034,robot,semi_structured,plain_insert,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,0,0,0,1,0,0,1,0,0,empty_closed_set,0,0,0,,0,0,0,,1,0,0
final_robot_035,robot,semi_structured,insert_ignore,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_robot_036,robot,semi_structured,upsert_update,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_robot_037,robot,semi_structured,plain_insert,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_robot_038,robot,semi_structured,insert_ignore,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_robot_039,robot,semi_structured,upsert_update,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_robot_040,robot,semi_structured,plain_insert,0,0,verification,0,0,verification,0,0,verification,0,0,verification,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,0,0,1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_robot_041,robot,semi_structured,insert_ignore,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,1,0,1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_robot_042,robot,semi_structured,upsert_update,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_robot_043,robot,semi_structured,plain_insert,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_robot_044,robot,semi_structured,insert_ignore,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_robot_045,robot,semi_structured,upsert_update,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_robot_046,robot,free_text,plain_insert,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_robot_047,robot,free_text,insert_ignore,0,0,state_mismatch,0,0,state_mismatch,0,0,state_mismatch,0,0,state_mismatch,0,0,state_mismatch,0,0,state_mismatch,0,0,state_mismatch,0,0,state_mismatch,0,0,state_mismatch,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_robot_048,robot,free_text,upsert_update,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_robot_049,robot,semi_structured,plain_insert,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,verification,0,0,verification,0,0,verification,0,0,0,0,0,1,0,0,1,1,1,unique_exact_identifier_name,0,0,0,,0,0,0,,1,1,1
final_robot_050,robot,semi_structured,insert_ignore,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_robot_051,robot,semi_structured,upsert_update,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_robot_052,robot,semi_structured,plain_insert,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_robot_053,robot,semi_structured,insert_ignore,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_robot_054,robot,semi_structured,upsert_update,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_robot_055,robot,semi_structured,plain_insert,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_robot_056,robot,semi_structured,insert_ignore,0,0,verification,0,0,verification,0,0,verification,0,0,verification,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,0,0,1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_robot_057,robot,semi_structured,upsert_update,0,0,verification,0,0,verification,0,0,verification,0,0,verification,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,0,0,1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_robot_058,robot,semi_structured,plain_insert,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_robot_059,robot,semi_structured,insert_ignore,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_robot_060,robot,semi_structured,upsert_update,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_vaccine_001,vaccine,free_text,plain_insert,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,state_mismatch,0,0,state_mismatch,0,0,state_mismatch,0,0,state_mismatch,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_vaccine_002,vaccine,free_text,insert_ignore,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,diagnostic_targeted_revalidation,0,0,0,0,1,0,0,1,0,0,0,,0,0,0,,1,1,0,unique_primary_temporal_candidate_in_forward_same_sentence,1,1,0
final_vaccine_003,vaccine,free_text,upsert_update,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_vaccine_004,vaccine,semi_structured,plain_insert,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_vaccine_005,vaccine,semi_structured,insert_ignore,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_vaccine_006,vaccine,semi_structured,upsert_update,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,0,0,0,1,0,0,1,0,0,empty_closed_set,0,0,0,,0,0,0,,1,0,0
final_vaccine_007,vaccine,semi_structured,plain_insert,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_vaccine_008,vaccine,semi_structured,insert_ignore,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_vaccine_009,vaccine,semi_structured,upsert_update,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,1,1,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_vaccine_010,vaccine,semi_structured,plain_insert,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,reference_resolution,0,0,verification,0,0,verification,0,0,verification,0,1,0,1,0,1,0,0,1,1,1,unique_exact_identifier_name,0,0,0,,0,0,0,,1,1,1
final_vaccine_011,vaccine,semi_structured,insert_ignore,0,0,verification,0,0,verification,0,0,verification,0,0,verification,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,0,0,1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_vaccine_012,vaccine,semi_structured,upsert_update,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,0,0,verification,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_vaccine_013,vaccine,semi_structured,plain_insert,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_vaccine_014,vaccine,semi_structured,insert_ignore,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_vaccine_015,vaccine,semi_structured,upsert_update,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,1,1,none,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0
final_vaccine_016,vaccine,free_text,plain_insert,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,evidence_materialization,0,0,0,0,1,1,0,0,1,0,0,ambiguous_closed_set|protected_semantics_not_repairable,0,0,0,,0,0,0,,1,0,0
