sample_id,db_id,input_type,V0_prompt_sha256,V1_prompt_sha256,V2_prompt_sha256,V3_prompt_sha256,V4_prompt_sha256,V5_prompt_sha256,V6_prompt_sha256,V7_prompt_sha256,V8_prompt_sha256,FULL_prompt_sha256,NO_C_prompt_sha256,D_ONLY_prompt_sha256,D_G1_prompt_sha256,V0_eq_V1,V1_eq_V2,V2_eq_V3,V3_eq_V4,V4_eq_V5,V5_eq_V6,V6_eq_V7,V7_eq_V8,V0_to_V3_all_equal,V4_to_V8_all_equal,all_candidates_equal_V4
final_polar_005,polar,semi_structured,9b8f75e39de6635917d775c06c655b9fe5eac36a4033b176e863785f4b1be197,9b8f75e39de6635917d775c06c655b9fe5eac36a4033b176e863785f4b1be197,9b8f75e39de6635917d775c06c655b9fe5eac36a4033b176e863785f4b1be197,9b8f75e39de6635917d775c06c655b9fe5eac36a4033b176e863785f4b1be197,9b8f75e39de6635917d775c06c655b9fe5eac36a4033b176e863785f4b1be197,9b8f75e39de6635917d775c06c655b9fe5eac36a4033b176e863785f4b1be197,9b8f75e39de6635917d775c06c655b9fe5eac36a4033b176e863785f4b1be197,9b8f75e39de6635917d775c06c655b9fe5eac36a4033b176e863785f4b1be197,9b8f75e39de6635917d775c06c655b9fe5eac36a4033b176e863785f4b1be197,9b8f75e39de6635917d775c06c655b9fe5eac36a4033b176e863785f4b1be197,9b8f75e39de6635917d775c06c655b9fe5eac36a4033b176e863785f4b1be197,9b8f75e39de6635917d775c06c655b9fe5eac36a4033b176e863785f4b1be197,9b8f75e39de6635917d775c06c655b9fe5eac36a4033b176e863785f4b1be197,1,1,1,1,1,1,1,1,1,1,1
final_polar_006,polar,semi_structured,a35d0904a7a22d4b9f41ff067a64a9c00f801d5f75836fadf87942c48eb88caa,a35d0904a7a22d4b9f41ff067a64a9c00f801d5f75836fadf87942c48eb88caa,a35d0904a7a22d4b9f41ff067a64a9c00f801d5f75836fadf87942c48eb88caa,a35d0904a7a22d4b9f41ff067a64a9c00f801d5f75836fadf87942c48eb88caa,a35d0904a7a22d4b9f41ff067a64a9c00f801d5f75836fadf87942c48eb88caa,a35d0904a7a22d4b9f41ff067a64a9c00f801d5f75836fadf87942c48eb88caa,a35d0904a7a22d4b9f41ff067a64a9c00f801d5f75836fadf87942c48eb88caa,a35d0904a7a22d4b9f41ff067a64a9c00f801d5f75836fadf87942c48eb88caa,a35d0904a7a22d4b9f41ff067a64a9c00f801d5f75836fadf87942c48eb88caa,a35d0904a7a22d4b9f41ff067a64a9c00f801d5f75836fadf87942c48eb88caa,a35d0904a7a22d4b9f41ff067a64a9c00f801d5f75836fadf87942c48eb88caa,a35d0904a7a22d4b9f41ff067a64a9c00f801d5f75836fadf87942c48eb88caa,a35d0904a7a22d4b9f41ff067a64a9c00f801d5f75836fadf87942c48eb88caa,1,1,1,1,1,1,1,1,1,1,1
final_polar_007,polar,semi_structured,1bb7281e3553c882563937177a2a53feef0d00fc8a703f7564e2a78cf9086760,1bb7281e3553c882563937177a2a53feef0d00fc8a703f7564e2a78cf9086760,1bb7281e3553c882563937177a2a53feef0d00fc8a703f7564e2a78cf9086760,1bb7281e3553c882563937177a2a53feef0d00fc8a703f7564e2a78cf9086760,1bb7281e3553c882563937177a2a53feef0d00fc8a703f7564e2a78cf9086760,1bb7281e3553c882563937177a2a53feef0d00fc8a703f7564e2a78cf9086760,1bb7281e3553c882563937177a2a53feef0d00fc8a703f7564e2a78cf9086760,1bb7281e3553c882563937177a2a53feef0d00fc8a703f7564e2a78cf9086760,1bb7281e3553c882563937177a2a53feef0d00fc8a703f7564e2a78cf9086760,1bb7281e3553c882563937177a2a53feef0d00fc8a703f7564e2a78cf9086760,1bb7281e3553c882563937177a2a53feef0d00fc8a703f7564e2a78cf9086760,1bb7281e3553c882563937177a2a53feef0d00fc8a703f7564e2a78cf9086760,1bb7281e3553c882563937177a2a53feef0d00fc8a703f7564e2a78cf9086760,1,1,1,1,1,1,1,1,1,1,1
final_polar_008,polar,semi_structured,528e87b05c96b2360410daff7f9a7dbd6a8b2cc7cc6cdd9475ead151b26d03e5,528e87b05c96b2360410daff7f9a7dbd6a8b2cc7cc6cdd9475ead151b26d03e5,528e87b05c96b2360410daff7f9a7dbd6a8b2cc7cc6cdd9475ead151b26d03e5,528e87b05c96b2360410daff7f9a7dbd6a8b2cc7cc6cdd9475ead151b26d03e5,528e87b05c96b2360410daff7f9a7dbd6a8b2cc7cc6cdd9475ead151b26d03e5,528e87b05c96b2360410daff7f9a7dbd6a8b2cc7cc6cdd9475ead151b26d03e5,528e87b05c96b2360410daff7f9a7dbd6a8b2cc7cc6cdd9475ead151b26d03e5,528e87b05c96b2360410daff7f9a7dbd6a8b2cc7cc6cdd9475ead151b26d03e5,528e87b05c96b2360410daff7f9a7dbd6a8b2cc7cc6cdd9475ead151b26d03e5,528e87b05c96b2360410daff7f9a7dbd6a8b2cc7cc6cdd9475ead151b26d03e5,528e87b05c96b2360410daff7f9a7dbd6a8b2cc7cc6cdd9475ead151b26d03e5,528e87b05c96b2360410daff7f9a7dbd6a8b2cc7cc6cdd9475ead151b26d03e5,528e87b05c96b2360410daff7f9a7dbd6a8b2cc7cc6cdd9475ead151b26d03e5,1,1,1,1,1,1,1,1,1,1,1
final_polar_009,polar,semi_structured,acd6991e3c8163239579f7812a27f4b23f09143d3f5a2c0674d607354374b7cd,acd6991e3c8163239579f7812a27f4b23f09143d3f5a2c0674d607354374b7cd,acd6991e3c8163239579f7812a27f4b23f09143d3f5a2c0674d607354374b7cd,acd6991e3c8163239579f7812a27f4b23f09143d3f5a2c0674d607354374b7cd,acd6991e3c8163239579f7812a27f4b23f09143d3f5a2c0674d607354374b7cd,acd6991e3c8163239579f7812a27f4b23f09143d3f5a2c0674d607354374b7cd,acd6991e3c8163239579f7812a27f4b23f09143d3f5a2c0674d607354374b7cd,acd6991e3c8163239579f7812a27f4b23f09143d3f5a2c0674d607354374b7cd,acd6991e3c8163239579f7812a27f4b23f09143d3f5a2c0674d607354374b7cd,acd6991e3c8163239579f7812a27f4b23f09143d3f5a2c0674d607354374b7cd,acd6991e3c8163239579f7812a27f4b23f09143d3f5a2c0674d607354374b7cd,acd6991e3c8163239579f7812a27f4b23f09143d3f5a2c0674d607354374b7cd,acd6991e3c8163239579f7812a27f4b23f09143d3f5a2c0674d607354374b7cd,1,1,1,1,1,1,1,1,1,1,1
final_polar_010,polar,semi_structured,82ec5550971f39ec9d69565c8afbac5b2fe47190e8105965d413dc4381651ef7,82ec5550971f39ec9d69565c8afbac5b2fe47190e8105965d413dc4381651ef7,82ec5550971f39ec9d69565c8afbac5b2fe47190e8105965d413dc4381651ef7,82ec5550971f39ec9d69565c8afbac5b2fe47190e8105965d413dc4381651ef7,82ec5550971f39ec9d69565c8afbac5b2fe47190e8105965d413dc4381651ef7,82ec5550971f39ec9d69565c8afbac5b2fe47190e8105965d413dc4381651ef7,82ec5550971f39ec9d69565c8afbac5b2fe47190e8105965d413dc4381651ef7,82ec5550971f39ec9d69565c8afbac5b2fe47190e8105965d413dc4381651ef7,82ec5550971f39ec9d69565c8afbac5b2fe47190e8105965d413dc4381651ef7,82ec5550971f39ec9d69565c8afbac5b2fe47190e8105965d413dc4381651ef7,82ec5550971f39ec9d69565c8afbac5b2fe47190e8105965d413dc4381651ef7,82ec5550971f39ec9d69565c8afbac5b2fe47190e8105965d413dc4381651ef7,82ec5550971f39ec9d69565c8afbac5b2fe47190e8105965d413dc4381651ef7,1,1,1,1,1,1,1,1,1,1,1
final_polar_011,polar,semi_structured,d26c9db99c2789909adbde268ac836c28f1d4b2171d165cc854a9ce3b0586428,d26c9db99c2789909adbde268ac836c28f1d4b2171d165cc854a9ce3b0586428,d26c9db99c2789909adbde268ac836c28f1d4b2171d165cc854a9ce3b0586428,d26c9db99c2789909adbde268ac836c28f1d4b2171d165cc854a9ce3b0586428,d26c9db99c2789909adbde268ac836c28f1d4b2171d165cc854a9ce3b0586428,d26c9db99c2789909adbde268ac836c28f1d4b2171d165cc854a9ce3b0586428,d26c9db99c2789909adbde268ac836c28f1d4b2171d165cc854a9ce3b0586428,d26c9db99c2789909adbde268ac836c28f1d4b2171d165cc854a9ce3b0586428,d26c9db99c2789909adbde268ac836c28f1d4b2171d165cc854a9ce3b0586428,d26c9db99c2789909adbde268ac836c28f1d4b2171d165cc854a9ce3b0586428,d26c9db99c2789909adbde268ac836c28f1d4b2171d165cc854a9ce3b0586428,d26c9db99c2789909adbde268ac836c28f1d4b2171d165cc854a9ce3b0586428,d26c9db99c2789909adbde268ac836c28f1d4b2171d165cc854a9ce3b0586428,1,1,1,1,1,1,1,1,1,1,1
final_polar_012,polar,semi_structured,ef3597de88fff20b6fbf5fb26e27ddb7a21251e8792ca275e874aaa5720926e4,ef3597de88fff20b6fbf5fb26e27ddb7a21251e8792ca275e874aaa5720926e4,ef3597de88fff20b6fbf5fb26e27ddb7a21251e8792ca275e874aaa5720926e4,ef3597de88fff20b6fbf5fb26e27ddb7a21251e8792ca275e874aaa5720926e4,ef3597de88fff20b6fbf5fb26e27ddb7a21251e8792ca275e874aaa5720926e4,ef3597de88fff20b6fbf5fb26e27ddb7a21251e8792ca275e874aaa5720926e4,ef3597de88fff20b6fbf5fb26e27ddb7a21251e8792ca275e874aaa5720926e4,ef3597de88fff20b6fbf5fb26e27ddb7a21251e8792ca275e874aaa5720926e4,ef3597de88fff20b6fbf5fb26e27ddb7a21251e8792ca275e874aaa5720926e4,ef3597de88fff20b6fbf5fb26e27ddb7a21251e8792ca275e874aaa5720926e4,ef3597de88fff20b6fbf5fb26e27ddb7a21251e8792ca275e874aaa5720926e4,ef3597de88fff20b6fbf5fb26e27ddb7a21251e8792ca275e874aaa5720926e4,ef3597de88fff20b6fbf5fb26e27ddb7a21251e8792ca275e874aaa5720926e4,1,1,1,1,1,1,1,1,1,1,1
final_polar_013,polar,semi_structured,88804be5ad5db7379d428aede3f7a705d958393d5d6f16e4cc5ba851a05c4183,88804be5ad5db7379d428aede3f7a705d958393d5d6f16e4cc5ba851a05c4183,88804be5ad5db7379d428aede3f7a705d958393d5d6f16e4cc5ba851a05c4183,88804be5ad5db7379d428aede3f7a705d958393d5d6f16e4cc5ba851a05c4183,88804be5ad5db7379d428aede3f7a705d958393d5d6f16e4cc5ba851a05c4183,88804be5ad5db7379d428aede3f7a705d958393d5d6f16e4cc5ba851a05c4183,88804be5ad5db7379d428aede3f7a705d958393d5d6f16e4cc5ba851a05c4183,88804be5ad5db7379d428aede3f7a705d958393d5d6f16e4cc5ba851a05c4183,88804be5ad5db7379d428aede3f7a705d958393d5d6f16e4cc5ba851a05c4183,88804be5ad5db7379d428aede3f7a705d958393d5d6f16e4cc5ba851a05c4183,88804be5ad5db7379d428aede3f7a705d958393d5d6f16e4cc5ba851a05c4183,88804be5ad5db7379d428aede3f7a705d958393d5d6f16e4cc5ba851a05c4183,88804be5ad5db7379d428aede3f7a705d958393d5d6f16e4cc5ba851a05c4183,1,1,1,1,1,1,1,1,1,1,1
final_polar_014,polar,semi_structured,e67db728c60aad30b58dd9648eca58ea6b0d933bd909a314d83aa33ac231a163,e67db728c60aad30b58dd9648eca58ea6b0d933bd909a314d83aa33ac231a163,e67db728c60aad30b58dd9648eca58ea6b0d933bd909a314d83aa33ac231a163,e67db728c60aad30b58dd9648eca58ea6b0d933bd909a314d83aa33ac231a163,e67db728c60aad30b58dd9648eca58ea6b0d933bd909a314d83aa33ac231a163,e67db728c60aad30b58dd9648eca58ea6b0d933bd909a314d83aa33ac231a163,e67db728c60aad30b58dd9648eca58ea6b0d933bd909a314d83aa33ac231a163,e67db728c60aad30b58dd9648eca58ea6b0d933bd909a314d83aa33ac231a163,e67db728c60aad30b58dd9648eca58ea6b0d933bd909a314d83aa33ac231a163,e67db728c60aad30b58dd9648eca58ea6b0d933bd909a314d83aa33ac231a163,e67db728c60aad30b58dd9648eca58ea6b0d933bd909a314d83aa33ac231a163,e67db728c60aad30b58dd9648eca58ea6b0d933bd909a314d83aa33ac231a163,e67db728c60aad30b58dd9648eca58ea6b0d933bd909a314d83aa33ac231a163,1,1,1,1,1,1,1,1,1,1,1
final_polar_015,polar,semi_structured,08d86ba6ba56639d29bf3df5e5c3bf326d9b7de797262c79d495e4bfce0d05a7,08d86ba6ba56639d29bf3df5e5c3bf326d9b7de797262c79d495e4bfce0d05a7,08d86ba6ba56639d29bf3df5e5c3bf326d9b7de797262c79d495e4bfce0d05a7,08d86ba6ba56639d29bf3df5e5c3bf326d9b7de797262c79d495e4bfce0d05a7,08d86ba6ba56639d29bf3df5e5c3bf326d9b7de797262c79d495e4bfce0d05a7,08d86ba6ba56639d29bf3df5e5c3bf326d9b7de797262c79d495e4bfce0d05a7,08d86ba6ba56639d29bf3df5e5c3bf326d9b7de797262c79d495e4bfce0d05a7,08d86ba6ba56639d29bf3df5e5c3bf326d9b7de797262c79d495e4bfce0d05a7,08d86ba6ba56639d29bf3df5e5c3bf326d9b7de797262c79d495e4bfce0d05a7,08d86ba6ba56639d29bf3df5e5c3bf326d9b7de797262c79d495e4bfce0d05a7,08d86ba6ba56639d29bf3df5e5c3bf326d9b7de797262c79d495e4bfce0d05a7,08d86ba6ba56639d29bf3df5e5c3bf326d9b7de797262c79d495e4bfce0d05a7,08d86ba6ba56639d29bf3df5e5c3bf326d9b7de797262c79d495e4bfce0d05a7,1,1,1,1,1,1,1,1,1,1,1
final_polar_016,polar,free_text,6aa796886ae0d73d894a37e57e384cbf46784e27745ad22c9a7782d24db7403a,6aa796886ae0d73d894a37e57e384cbf46784e27745ad22c9a7782d24db7403a,6aa796886ae0d73d894a37e57e384cbf46784e27745ad22c9a7782d24db7403a,6aa796886ae0d73d894a37e57e384cbf46784e27745ad22c9a7782d24db7403a,6aa796886ae0d73d894a37e57e384cbf46784e27745ad22c9a7782d24db7403a,6aa796886ae0d73d894a37e57e384cbf46784e27745ad22c9a7782d24db7403a,6aa796886ae0d73d894a37e57e384cbf46784e27745ad22c9a7782d24db7403a,6aa796886ae0d73d894a37e57e384cbf46784e27745ad22c9a7782d24db7403a,6aa796886ae0d73d894a37e57e384cbf46784e27745ad22c9a7782d24db7403a,6aa796886ae0d73d894a37e57e384cbf46784e27745ad22c9a7782d24db7403a,6aa796886ae0d73d894a37e57e384cbf46784e27745ad22c9a7782d24db7403a,6aa796886ae0d73d894a37e57e384cbf46784e27745ad22c9a7782d24db7403a,6aa796886ae0d73d894a37e57e384cbf46784e27745ad22c9a7782d24db7403a,1,1,1,1,1,1,1,1,1,1,1
final_polar_017,polar,free_text,0bb4528fe0239f18a59045653ba8f394693e4259634922945d7f40677a03cc6d,0bb4528fe0239f18a59045653ba8f394693e4259634922945d7f40677a03cc6d,0bb4528fe0239f18a59045653ba8f394693e4259634922945d7f40677a03cc6d,0bb4528fe0239f18a59045653ba8f394693e4259634922945d7f40677a03cc6d,0bb4528fe0239f18a59045653ba8f394693e4259634922945d7f40677a03cc6d,0bb4528fe0239f18a59045653ba8f394693e4259634922945d7f40677a03cc6d,0bb4528fe0239f18a59045653ba8f394693e4259634922945d7f40677a03cc6d,0bb4528fe0239f18a59045653ba8f394693e4259634922945d7f40677a03cc6d,0bb4528fe0239f18a59045653ba8f394693e4259634922945d7f40677a03cc6d,0bb4528fe0239f18a59045653ba8f394693e4259634922945d7f40677a03cc6d,0bb4528fe0239f18a59045653ba8f394693e4259634922945d7f40677a03cc6d,0bb4528fe0239f18a59045653ba8f394693e4259634922945d7f40677a03cc6d,0bb4528fe0239f18a59045653ba8f394693e4259634922945d7f40677a03cc6d,1,1,1,1,1,1,1,1,1,1,1
final_polar_018,polar,free_text,9621712907bd8444442e2fcf4bc34f6c2d497f10bbec71036acd4072981c6edb,9621712907bd8444442e2fcf4bc34f6c2d497f10bbec71036acd4072981c6edb,9621712907bd8444442e2fcf4bc34f6c2d497f10bbec71036acd4072981c6edb,9621712907bd8444442e2fcf4bc34f6c2d497f10bbec71036acd4072981c6edb,9621712907bd8444442e2fcf4bc34f6c2d497f10bbec71036acd4072981c6edb,9621712907bd8444442e2fcf4bc34f6c2d497f10bbec71036acd4072981c6edb,9621712907bd8444442e2fcf4bc34f6c2d497f10bbec71036acd4072981c6edb,9621712907bd8444442e2fcf4bc34f6c2d497f10bbec71036acd4072981c6edb,9621712907bd8444442e2fcf4bc34f6c2d497f10bbec71036acd4072981c6edb,9621712907bd8444442e2fcf4bc34f6c2d497f10bbec71036acd4072981c6edb,9621712907bd8444442e2fcf4bc34f6c2d497f10bbec71036acd4072981c6edb,9621712907bd8444442e2fcf4bc34f6c2d497f10bbec71036acd4072981c6edb,9621712907bd8444442e2fcf4bc34f6c2d497f10bbec71036acd4072981c6edb,1,1,1,1,1,1,1,1,1,1,1
final_polar_019,polar,semi_structured,1c339be781dfe93bd513df2ee603848a5d16b60a658f3d3b8fb668f1972faf13,1c339be781dfe93bd513df2ee603848a5d16b60a658f3d3b8fb668f1972faf13,1c339be781dfe93bd513df2ee603848a5d16b60a658f3d3b8fb668f1972faf13,1c339be781dfe93bd513df2ee603848a5d16b60a658f3d3b8fb668f1972faf13,1c339be781dfe93bd513df2ee603848a5d16b60a658f3d3b8fb668f1972faf13,1c339be781dfe93bd513df2ee603848a5d16b60a658f3d3b8fb668f1972faf13,1c339be781dfe93bd513df2ee603848a5d16b60a658f3d3b8fb668f1972faf13,1c339be781dfe93bd513df2ee603848a5d16b60a658f3d3b8fb668f1972faf13,1c339be781dfe93bd513df2ee603848a5d16b60a658f3d3b8fb668f1972faf13,1c339be781dfe93bd513df2ee603848a5d16b60a658f3d3b8fb668f1972faf13,1c339be781dfe93bd513df2ee603848a5d16b60a658f3d3b8fb668f1972faf13,1c339be781dfe93bd513df2ee603848a5d16b60a658f3d3b8fb668f1972faf13,1c339be781dfe93bd513df2ee603848a5d16b60a658f3d3b8fb668f1972faf13,1,1,1,1,1,1,1,1,1,1,1
final_polar_020,polar,semi_structured,d82b6d1d7cbce3f2c1b737de28979b4f16f16b2a1fc41fd7610027b684b5de7f,d82b6d1d7cbce3f2c1b737de28979b4f16f16b2a1fc41fd7610027b684b5de7f,d82b6d1d7cbce3f2c1b737de28979b4f16f16b2a1fc41fd7610027b684b5de7f,d82b6d1d7cbce3f2c1b737de28979b4f16f16b2a1fc41fd7610027b684b5de7f,d82b6d1d7cbce3f2c1b737de28979b4f16f16b2a1fc41fd7610027b684b5de7f,d82b6d1d7cbce3f2c1b737de28979b4f16f16b2a1fc41fd7610027b684b5de7f,d82b6d1d7cbce3f2c1b737de28979b4f16f16b2a1fc41fd7610027b684b5de7f,d82b6d1d7cbce3f2c1b737de28979b4f16f16b2a1fc41fd7610027b684b5de7f,d82b6d1d7cbce3f2c1b737de28979b4f16f16b2a1fc41fd7610027b684b5de7f,d82b6d1d7cbce3f2c1b737de28979b4f16f16b2a1fc41fd7610027b684b5de7f,d82b6d1d7cbce3f2c1b737de28979b4f16f16b2a1fc41fd7610027b684b5de7f,d82b6d1d7cbce3f2c1b737de28979b4f16f16b2a1fc41fd7610027b684b5de7f,d82b6d1d7cbce3f2c1b737de28979b4f16f16b2a1fc41fd7610027b684b5de7f,1,1,1,1,1,1,1,1,1,1,1
final_polar_021,polar,semi_structured,39b7010ffe9c85439bf5f6b25fc2dc093eb4f640f4be50b05b6e042aa0289e6a,39b7010ffe9c85439bf5f6b25fc2dc093eb4f640f4be50b05b6e042aa0289e6a,39b7010ffe9c85439bf5f6b25fc2dc093eb4f640f4be50b05b6e042aa0289e6a,39b7010ffe9c85439bf5f6b25fc2dc093eb4f640f4be50b05b6e042aa0289e6a,39b7010ffe9c85439bf5f6b25fc2dc093eb4f640f4be50b05b6e042aa0289e6a,39b7010ffe9c85439bf5f6b25fc2dc093eb4f640f4be50b05b6e042aa0289e6a,39b7010ffe9c85439bf5f6b25fc2dc093eb4f640f4be50b05b6e042aa0289e6a,39b7010ffe9c85439bf5f6b25fc2dc093eb4f640f4be50b05b6e042aa0289e6a,39b7010ffe9c85439bf5f6b25fc2dc093eb4f640f4be50b05b6e042aa0289e6a,39b7010ffe9c85439bf5f6b25fc2dc093eb4f640f4be50b05b6e042aa0289e6a,39b7010ffe9c85439bf5f6b25fc2dc093eb4f640f4be50b05b6e042aa0289e6a,39b7010ffe9c85439bf5f6b25fc2dc093eb4f640f4be50b05b6e042aa0289e6a,39b7010ffe9c85439bf5f6b25fc2dc093eb4f640f4be50b05b6e042aa0289e6a,1,1,1,1,1,1,1,1,1,1,1
final_polar_022,polar,semi_structured,e1eb4c539f141c19c57224513fc07d245727d9cf2ceedef2ff195f7fa741df13,e1eb4c539f141c19c57224513fc07d245727d9cf2ceedef2ff195f7fa741df13,e1eb4c539f141c19c57224513fc07d245727d9cf2ceedef2ff195f7fa741df13,e1eb4c539f141c19c57224513fc07d245727d9cf2ceedef2ff195f7fa741df13,e1eb4c539f141c19c57224513fc07d245727d9cf2ceedef2ff195f7fa741df13,e1eb4c539f141c19c57224513fc07d245727d9cf2ceedef2ff195f7fa741df13,e1eb4c539f141c19c57224513fc07d245727d9cf2ceedef2ff195f7fa741df13,e1eb4c539f141c19c57224513fc07d245727d9cf2ceedef2ff195f7fa741df13,e1eb4c539f141c19c57224513fc07d245727d9cf2ceedef2ff195f7fa741df13,e1eb4c539f141c19c57224513fc07d245727d9cf2ceedef2ff195f7fa741df13,e1eb4c539f141c19c57224513fc07d245727d9cf2ceedef2ff195f7fa741df13,e1eb4c539f141c19c57224513fc07d245727d9cf2ceedef2ff195f7fa741df13,e1eb4c539f141c19c57224513fc07d245727d9cf2ceedef2ff195f7fa741df13,1,1,1,1,1,1,1,1,1,1,1
final_polar_023,polar,semi_structured,cef59c7c9c9338ab6bbf08d16746f225420fba783a476041877e6c0c485e008b,cef59c7c9c9338ab6bbf08d16746f225420fba783a476041877e6c0c485e008b,cef59c7c9c9338ab6bbf08d16746f225420fba783a476041877e6c0c485e008b,cef59c7c9c9338ab6bbf08d16746f225420fba783a476041877e6c0c485e008b,cef59c7c9c9338ab6bbf08d16746f225420fba783a476041877e6c0c485e008b,cef59c7c9c9338ab6bbf08d16746f225420fba783a476041877e6c0c485e008b,cef59c7c9c9338ab6bbf08d16746f225420fba783a476041877e6c0c485e008b,cef59c7c9c9338ab6bbf08d16746f225420fba783a476041877e6c0c485e008b,cef59c7c9c9338ab6bbf08d16746f225420fba783a476041877e6c0c485e008b,cef59c7c9c9338ab6bbf08d16746f225420fba783a476041877e6c0c485e008b,cef59c7c9c9338ab6bbf08d16746f225420fba783a476041877e6c0c485e008b,cef59c7c9c9338ab6bbf08d16746f225420fba783a476041877e6c0c485e008b,cef59c7c9c9338ab6bbf08d16746f225420fba783a476041877e6c0c485e008b,1,1,1,1,1,1,1,1,1,1,1
final_polar_024,polar,semi_structured,ea2ad6e2a08f7810b7f597b040e26e263882cc30fa991d596b449abf7d89f560,ea2ad6e2a08f7810b7f597b040e26e263882cc30fa991d596b449abf7d89f560,ea2ad6e2a08f7810b7f597b040e26e263882cc30fa991d596b449abf7d89f560,ea2ad6e2a08f7810b7f597b040e26e263882cc30fa991d596b449abf7d89f560,ea2ad6e2a08f7810b7f597b040e26e263882cc30fa991d596b449abf7d89f560,ea2ad6e2a08f7810b7f597b040e26e263882cc30fa991d596b449abf7d89f560,ea2ad6e2a08f7810b7f597b040e26e263882cc30fa991d596b449abf7d89f560,ea2ad6e2a08f7810b7f597b040e26e263882cc30fa991d596b449abf7d89f560,ea2ad6e2a08f7810b7f597b040e26e263882cc30fa991d596b449abf7d89f560,ea2ad6e2a08f7810b7f597b040e26e263882cc30fa991d596b449abf7d89f560,ea2ad6e2a08f7810b7f597b040e26e263882cc30fa991d596b449abf7d89f560,ea2ad6e2a08f7810b7f597b040e26e263882cc30fa991d596b449abf7d89f560,ea2ad6e2a08f7810b7f597b040e26e263882cc30fa991d596b449abf7d89f560,1,1,1,1,1,1,1,1,1,1,1
final_polar_025,polar,semi_structured,a61271ab0a918b18a1708054b27d936500ff71b3987c589d09149c045f5bb268,a61271ab0a918b18a1708054b27d936500ff71b3987c589d09149c045f5bb268,a61271ab0a918b18a1708054b27d936500ff71b3987c589d09149c045f5bb268,a61271ab0a918b18a1708054b27d936500ff71b3987c589d09149c045f5bb268,d400000e0cd84ece9e395430edfd09ab86f8c3735c594d88d7e3e7a3b0364bcc,d400000e0cd84ece9e395430edfd09ab86f8c3735c594d88d7e3e7a3b0364bcc,d400000e0cd84ece9e395430edfd09ab86f8c3735c594d88d7e3e7a3b0364bcc,d400000e0cd84ece9e395430edfd09ab86f8c3735c594d88d7e3e7a3b0364bcc,d400000e0cd84ece9e395430edfd09ab86f8c3735c594d88d7e3e7a3b0364bcc,d400000e0cd84ece9e395430edfd09ab86f8c3735c594d88d7e3e7a3b0364bcc,d400000e0cd84ece9e395430edfd09ab86f8c3735c594d88d7e3e7a3b0364bcc,d400000e0cd84ece9e395430edfd09ab86f8c3735c594d88d7e3e7a3b0364bcc,d400000e0cd84ece9e395430edfd09ab86f8c3735c594d88d7e3e7a3b0364bcc,1,1,1,0,1,1,1,1,1,1,1
final_polar_026,polar,semi_structured,43f65913d8bbaee0a1acc57bd91e9511f34c973efd76325126c430b5ddef0387,43f65913d8bbaee0a1acc57bd91e9511f34c973efd76325126c430b5ddef0387,43f65913d8bbaee0a1acc57bd91e9511f34c973efd76325126c430b5ddef0387,43f65913d8bbaee0a1acc57bd91e9511f34c973efd76325126c430b5ddef0387,81b5a959d7035816825fde763ca4be49d915e46bef1f4e66d5a3bdb39c18f554,81b5a959d7035816825fde763ca4be49d915e46bef1f4e66d5a3bdb39c18f554,81b5a959d7035816825fde763ca4be49d915e46bef1f4e66d5a3bdb39c18f554,81b5a959d7035816825fde763ca4be49d915e46bef1f4e66d5a3bdb39c18f554,81b5a959d7035816825fde763ca4be49d915e46bef1f4e66d5a3bdb39c18f554,81b5a959d7035816825fde763ca4be49d915e46bef1f4e66d5a3bdb39c18f554,81b5a959d7035816825fde763ca4be49d915e46bef1f4e66d5a3bdb39c18f554,81b5a959d7035816825fde763ca4be49d915e46bef1f4e66d5a3bdb39c18f554,81b5a959d7035816825fde763ca4be49d915e46bef1f4e66d5a3bdb39c18f554,1,1,1,0,1,1,1,1,1,1,1
final_polar_027,polar,semi_structured,d9b5c2860f052922cf0c8bcd822cc004232fd0b04c67747b27ff5934d974a2fa,d9b5c2860f052922cf0c8bcd822cc004232fd0b04c67747b27ff5934d974a2fa,d9b5c2860f052922cf0c8bcd822cc004232fd0b04c67747b27ff5934d974a2fa,d9b5c2860f052922cf0c8bcd822cc004232fd0b04c67747b27ff5934d974a2fa,9d3436d7a32f16668ad9841fd775675ba497d780775aecc2cefc797dd923291c,9d3436d7a32f16668ad9841fd775675ba497d780775aecc2cefc797dd923291c,9d3436d7a32f16668ad9841fd775675ba497d780775aecc2cefc797dd923291c,9d3436d7a32f16668ad9841fd775675ba497d780775aecc2cefc797dd923291c,9d3436d7a32f16668ad9841fd775675ba497d780775aecc2cefc797dd923291c,9d3436d7a32f16668ad9841fd775675ba497d780775aecc2cefc797dd923291c,9d3436d7a32f16668ad9841fd775675ba497d780775aecc2cefc797dd923291c,9d3436d7a32f16668ad9841fd775675ba497d780775aecc2cefc797dd923291c,9d3436d7a32f16668ad9841fd775675ba497d780775aecc2cefc797dd923291c,1,1,1,0,1,1,1,1,1,1,1
