sample_id,source_group,db_id,input_type,operation_type,dependency_sensitive,method,method_slug,target_state_correct,strict_full_state_correct,accepted,execution_success,first_failure_stage,false_accept,constraint_failure,off_target_state_change,generation_status,input_truncated,hit_max_new_tokens,error_type,D_activated,G1_repair_attempted,G1_repair_applied,G1_repair_succeeded,G1_repair_rules
aug_seed_000189_small_batch_subset_001,seed_000189,student_club,semi_structured,insert_ignore,0,j_fs,j_fs,1,1,1,1,none,0,0,0,success,0,0,,0,0,0,0,
aug_seed_000139_single_row_subset_001,seed_000139,european_football_2,semi_structured,insert_ignore,0,j_fs,j_fs,1,1,1,1,none,0,0,0,success,0,0,,0,0,0,0,
seed_000094,seed_000094,european_football_2,semi_structured,plain_insert,0,j_fs,j_fs,0,0,0,0,build,0,0,0,success,0,0,UNKNOWN_COLUMN,0,0,0,0,
seed_000101,seed_000101,formula_1,semi_structured,insert_ignore,0,j_fs,j_fs,0,0,1,0,execution,1,1,0,success,0,0,execution_error,0,0,0,0,
seed_000106,seed_000106,california_schools,semi_structured,upsert_update,0,j_fs,j_fs,0,0,0,0,build,0,0,0,success,0,0,MISSING_REQUIRED_COLUMN,0,0,0,0,
seed_000212,seed_000212,superhero,semi_structured,plain_insert,0,j_fs,j_fs,1,1,1,1,none,0,0,0,success,0,0,,0,0,0,0,
aug_seed_000092_single_row_subset_002,seed_000092,financial,semi_structured,insert_ignore,0,j_fs,j_fs,1,1,1,1,none,0,0,0,success,0,0,,0,0,0,0,
aug_seed_000346_relational_format_variant_001,seed_000346,codebase_community,free_text,insert_ignore,1,j_fs,j_fs,0,0,1,0,execution,1,1,0,success,0,0,execution_error,0,0,0,0,
aug_seed_000248_single_row_subset_001,seed_000248,financial,free_text,insert_ignore,0,j_fs,j_fs,1,1,1,1,none,0,0,0,success,0,0,,0,0,0,0,
seed_000288,seed_000288,financial,semi_structured,plain_insert,0,j_fs,j_fs,1,1,1,1,none,0,0,0,success,0,0,,0,0,0,0,
seed_000301,seed_000301,student_club,semi_structured,plain_insert,0,j_fs,j_fs,1,1,1,1,none,0,0,0,success,0,0,,0,0,0,0,
aug_seed_000222_small_batch_subset_001,seed_000222,financial,free_text,insert_ignore,0,j_fs,j_fs,0,0,1,0,execution,1,1,0,success,0,0,execution_error,0,0,0,0,
seed_000182,seed_000182,student_club,semi_structured,upsert_update,0,j_fs,j_fs,0,0,1,0,execution,1,1,0,success,0,0,execution_error,0,0,0,0,
seed_000085,seed_000085,debit_card_specializing,semi_structured,plain_insert,0,j_fs,j_fs,1,1,1,1,none,0,0,0,success,0,0,,0,0,0,0,
seed_000343,seed_000343,financial,semi_structured,insert_ignore,0,j_fs,j_fs,0,0,0,0,build,0,0,0,success,0,1,MISSING_WRITE_GROUPS,0,0,0,0,
aug_seed_000245_single_row_subset_001,seed_000245,financial,free_text,insert_ignore,0,j_fs,j_fs,1,1,1,1,none,0,0,0,success,0,0,,0,0,0,0,
seed_000020,seed_000020,european_football_2,semi_structured,insert_ignore,1,j_fs,j_fs,0,0,1,0,execution,1,1,0,success,0,0,execution_error,0,0,0,0,
aug_seed_000216_single_row_subset_001,seed_000216,debit_card_specializing,semi_structured,insert_ignore,0,j_fs,j_fs,1,1,1,1,none,0,0,0,success,0,0,,0,0,0,0,
aug_seed_000275_relational_format_variant_002,seed_000275,student_club,semi_structured,insert_ignore,1,j_fs,j_fs,0,0,0,0,build,0,0,0,success,0,1,MISSING_WRITE_GROUPS,0,0,0,0,
seed_000151,seed_000151,student_club,semi_structured,upsert_update,0,j_fs,j_fs,0,0,1,1,state_mismatch,1,0,0,success,0,0,wrong_state,0,0,0,0,
seed_000267,seed_000267,california_schools,semi_structured,upsert_update,0,j_fs,j_fs,1,1,1,1,none,0,0,0,success,0,0,,0,0,0,0,
aug_seed_000241_small_batch_subset_001,seed_000241,european_football_2,free_text,insert_ignore,0,j_fs,j_fs,1,1,1,1,none,0,0,0,success,0,0,,0,0,0,0,
aug_seed_000078_relational_format_variant_001,seed_000078,california_schools,free_text,plain_insert,1,j_fs,j_fs,1,1,1,1,none,0,0,0,success,0,0,,0,0,0,0,
seed_000252,seed_000252,superhero,semi_structured,plain_insert,0,j_fs,j_fs,1,1,1,1,none,0,0,0,success,0,0,,0,0,0,0,
aug_seed_000234_relational_format_variant_001,seed_000234,toxicology,free_text,insert_ignore,1,j_fs,j_fs,0,0,1,0,execution,1,1,0,success,0,0,execution_error,0,0,0,0,
seed_000218,seed_000218,superhero,semi_structured,plain_insert,0,j_fs,j_fs,1,1,1,1,none,0,0,0,success,0,0,,0,0,0,0,
aug_seed_000127_small_batch_subset_001,seed_000127,european_football_2,free_text,insert_ignore,0,j_fs,j_fs,1,1,1,1,none,0,0,0,success,0,0,,0,0,0,0,
seed_000346,seed_000346,codebase_community,semi_structured,insert_ignore,1,j_fs,j_fs,0,0,0,0,build,0,0,0,success,0,0,UNKNOWN_COLUMN,0,0,0,0,
aug_seed_000222_single_row_subset_001,seed_000222,financial,semi_structured,insert_ignore,0,j_fs,j_fs,1,1,1,1,none,0,0,0,success,0,0,,0,0,0,0,
aug_seed_000191_single_row_subset_001,seed_000191,debit_card_specializing,semi_structured,insert_ignore,0,j_fs,j_fs,0,0,1,0,execution,1,1,0,success,0,0,execution_error,0,0,0,0,
aug_seed_000051_small_batch_subset_002,seed_000051,financial,semi_structured,insert_ignore,0,j_fs,j_fs,0,0,1,0,execution,1,1,0,success,0,0,execution_error,0,0,0,0,
aug_seed_000165_single_row_subset_001,seed_000165,superhero,free_text,insert_ignore,0,j_fs,j_fs,1,1,1,1,none,0,0,0,success,0,0,,0,0,0,0,
aug_seed_000091_single_row_subset_002,seed_000091,financial,semi_structured,insert_ignore,0,j_fs,j_fs,1,1,1,1,none,0,0,0,success,0,0,,0,0,0,0,
seed_000334,seed_000334,financial,semi_structured,plain_insert,0,j_fs,j_fs,1,1,1,1,none,0,0,0,success,0,0,,0,0,0,0,
seed_000003,seed_000003,california_schools,semi_structured,upsert_update,0,j_fs,j_fs,1,1,1,1,none,0,0,0,success,0,0,,0,0,0,0,
seed_000211,seed_000211,european_football_2,semi_structured,plain_insert,0,j_fs,j_fs,1,1,1,1,none,0,0,0,success,0,0,,0,0,0,0,
aug_seed_000009_small_batch_subset_002,seed_000009,debit_card_specializing,free_text,insert_ignore,0,j_fs,j_fs,0,0,1,0,execution,1,1,0,success,0,0,execution_error,0,0,0,0,
seed_000011,seed_000011,card_games,semi_structured,upsert_update,0,j_fs,j_fs,0,0,0,0,build,0,0,0,success,0,1,MISSING_WRITE_GROUPS,0,0,0,0,
aug_seed_000061_single_row_subset_001,seed_000061,financial,semi_structured,insert_ignore,0,j_fs,j_fs,1,1,1,1,none,0,0,0,success,0,0,,0,0,0,0,
seed_000176,seed_000176,superhero,semi_structured,plain_insert,0,j_fs,j_fs,0,0,1,0,execution,1,1,0,success,0,0,execution_error,0,0,0,0,
seed_000303,seed_000303,thrombosis_prediction,semi_structured,plain_insert,0,j_fs,j_fs,0,0,0,0,build,0,0,0,success,0,1,MISSING_WRITE_GROUPS,0,0,0,0,
seed_000203,seed_000203,financial,semi_structured,insert_ignore,0,j_fs,j_fs,0,0,0,0,build,0,0,0,success,0,1,MISSING_WRITE_GROUPS,0,0,0,0,
seed_000134,seed_000134,toxicology,semi_structured,insert_ignore,1,j_fs,j_fs,0,0,1,0,execution,1,1,0,success,0,0,execution_error,0,0,0,0,
aug_seed_000068_single_row_subset_002,seed_000068,superhero,free_text,insert_ignore,0,original_mp_fs_plus,original_mp_fs_plus,0,0,0,0,build,0,0,0,success,0,0,MISSING_UPDATE_COLUMN_IDS,0,0,0,0,
seed_000231,seed_000231,california_schools,semi_structured,upsert_update,0,original_mp_fs_plus,original_mp_fs_plus,0,0,0,0,build,0,0,0,success,0,0,MISSING_REQUIRED_COLUMN,0,0,0,0,
seed_000005,seed_000005,financial,semi_structured,plain_insert,0,original_mp_fs_plus,original_mp_fs_plus,0,0,0,0,build,0,0,0,success,0,0,UNKNOWN_COLUMN_ID,0,0,0,0,
aug_seed_000049_relational_format_variant_002,seed_000049,debit_card_specializing,semi_structured,plain_insert,1,original_mp_fs_plus,original_mp_fs_plus,1,1,1,1,none,0,0,0,success,0,0,,0,0,0,0,
aug_seed_000292_single_row_subset_001,seed_000292,european_football_2,free_text,insert_ignore,0,original_mp_fs_plus,original_mp_fs_plus,0,0,0,0,build,0,0,0,success,0,0,LOSSY_NORMALIZATION_REJECTED,0,0,0,0,
aug_seed_000349_relational_format_variant_002,seed_000349,debit_card_specializing,semi_structured,insert_ignore,1,original_mp_fs_plus,original_mp_fs_plus,0,0,0,0,build,0,0,0,success,0,0,UNRESOLVED_SOURCE_FIELD,0,0,0,0,
seed_000110,seed_000110,financial,semi_structured,plain_insert,0,original_mp_fs_plus,original_mp_fs_plus,0,0,0,0,build,0,0,0,success,0,0,UNKNOWN_COLUMN_ID,0,0,0,0,
aug_seed_000073_relational_format_variant_002,seed_000073,superhero,semi_structured,plain_insert,1,original_mp_fs_plus,original_mp_fs_plus,1,1,1,1,none,0,0,0,success,0,0,,0,0,0,0,
aug_seed_000054_small_batch_subset_001,seed_000054,card_games,free_text,insert_ignore,0,original_mp_fs_plus,original_mp_fs_plus,0,0,0,0,build,0,0,0,success,0,0,UNKNOWN_EVIDENCE_ID,0,0,0,0,
seed_000302,seed_000302,card_games,semi_structured,upsert_update,0,original_mp_fs_plus,original_mp_fs_plus,0,0,0,0,build,0,0,0,success,0,0,NEEDS_CLARIFICATION,0,0,0,0,
aug_seed_000237_single_row_subset_001,seed_000237,student_club,semi_structured,insert_ignore,0,original_mp_fs_plus,original_mp_fs_plus,1,1,1,1,none,0,0,0,success,0,0,,0,0,0,0,
aug_seed_000285_small_batch_subset_001,seed_000285,student_club,semi_structured,insert_ignore,0,original_mp_fs_plus,original_mp_fs_plus,1,1,1,1,none,0,0,0,success,0,0,,0,0,0,0,
aug_seed_000356_small_batch_subset_001,seed_000356,financial,free_text,insert_ignore,0,original_mp_fs_plus,original_mp_fs_plus,0,0,0,0,build,0,0,0,success,0,0,LOSSY_NORMALIZATION_REJECTED,0,0,0,0,
seed_000002,seed_000002,debit_card_specializing,semi_structured,insert_ignore,1,original_mp_fs_plus,original_mp_fs_plus,0,0,0,0,build,0,0,0,success,0,0,NEEDS_CLARIFICATION,0,0,0,0,
seed_000190,seed_000190,student_club,semi_structured,plain_insert,0,original_mp_fs_plus,original_mp_fs_plus,0,0,0,0,build,0,0,0,success,0,0,NEEDS_CLARIFICATION,0,0,0,0,
aug_seed_000143_single_row_subset_001,seed_000143,financial,free_text,insert_ignore,0,original_mp_fs_plus,original_mp_fs_plus,1,1,1,1,none,0,0,0,success,0,0,,0,0,0,0,
aug_seed_000346_relational_format_variant_002,seed_000346,codebase_community,semi_structured,insert_ignore,1,original_mp_fs_plus,original_mp_fs_plus,0,0,0,0,build,0,0,0,success,0,0,UNRESOLVED_SOURCE_FIELD,0,0,0,0,
seed_000291,seed_000291,california_schools,semi_structured,upsert_update,0,original_mp_fs_plus,original_mp_fs_plus,0,0,0,0,preflight,0,1,0,success,0,0,preflight_abstention,0,0,0,0,
aug_seed_000017_small_batch_subset_001,seed_000017,student_club,free_text,insert_ignore,0,original_mp_fs_plus,original_mp_fs_plus,0,0,0,0,build,0,0,0,success,0,0,LOSSY_NORMALIZATION_REJECTED,0,0,0,0,
seed_000261,seed_000261,debit_card_specializing,semi_structured,insert_ignore,0,original_mp_fs_plus,original_mp_fs_plus,0,0,0,0,preflight,0,1,0,success,0,0,preflight_abstention,0,0,0,0,
aug_seed_000246_single_row_subset_001,seed_000246,financial,semi_structured,insert_ignore,0,original_mp_fs_plus,original_mp_fs_plus,1,1,1,1,none,0,0,0,success,0,0,,0,0,0,0,
aug_seed_000194_single_row_subset_001,seed_000194,student_club,free_text,insert_ignore,0,original_mp_fs_plus,original_mp_fs_plus,0,0,0,0,build,0,0,0,success,0,0,LOSSY_NORMALIZATION_REJECTED,0,0,0,0,
aug_seed_000068_small_batch_subset_001,seed_000068,superhero,free_text,insert_ignore,0,original_mp_fs_plus,original_mp_fs_plus,0,0,1,1,state_mismatch,1,0,0,success,0,0,wrong_state,0,0,0,0,
aug_seed_000183_small_batch_subset_001,seed_000183,european_football_2,free_text,insert_ignore,0,original_mp_fs_plus,original_mp_fs_plus,0,0,0,0,build,0,0,0,success,0,0,LOSSY_NORMALIZATION_REJECTED,0,0,0,0,
seed_000201,seed_000201,formula_1,semi_structured,plain_insert,0,original_mp_fs_plus,original_mp_fs_plus,0,0,0,0,preflight,0,0,0,success,0,0,preflight_abstention,0,0,0,0,
seed_000044,seed_000044,superhero,semi_structured,plain_insert,0,original_mp_fs_plus,original_mp_fs_plus,0,0,0,0,build,0,0,0,success,0,0,UNKNOWN_COLUMN_ID,0,0,0,0,
aug_seed_000253_small_batch_subset_001,seed_000253,formula_1,semi_structured,insert_ignore,0,original_mp_fs_plus,original_mp_fs_plus,0,0,0,0,preflight,0,1,0,success,0,0,preflight_abstention,0,0,0,0,
seed_000243,seed_000243,formula_1,semi_structured,insert_ignore,0,original_mp_fs_plus,original_mp_fs_plus,0,0,0,0,preflight,0,1,0,success,0,0,preflight_abstention,0,0,0,0,
aug_seed_000211_single_row_subset_001,seed_000211,european_football_2,free_text,insert_ignore,0,original_mp_fs_plus,original_mp_fs_plus,1,1,1,1,none,0,0,0,success,0,0,,0,0,0,0,
seed_000189,seed_000189,student_club,semi_structured,plain_insert,0,original_mp_fs_plus,original_mp_fs_plus,1,1,1,1,none,0,0,0,success,0,0,,0,0,0,0,
aug_seed_000253_single_row_subset_001,seed_000253,formula_1,free_text,insert_ignore,0,original_mp_fs_plus,original_mp_fs_plus,0,0,0,0,preflight,0,0,0,success,0,0,preflight_abstention,0,0,0,0,
aug_seed_000255_single_row_subset_001,seed_000255,financial,free_text,insert_ignore,0,original_mp_fs_plus,original_mp_fs_plus,1,1,1,1,none,0,0,0,success,0,0,,0,0,0,0,
seed_000095,seed_000095,superhero,semi_structured,plain_insert,0,original_mp_fs_plus,original_mp_fs_plus,0,0,0,0,build,0,0,0,success,0,0,UNKNOWN_COLUMN_ID,0,0,0,0,
aug_seed_000031_single_row_subset_001,seed_000031,student_club,free_text,insert_ignore,0,original_mp_fs_plus,original_mp_fs_plus,0,0,1,1,state_mismatch,1,0,0,success,0,0,wrong_state,0,0,0,0,
seed_000192,seed_000192,financial,semi_structured,plain_insert,0,original_mp_fs_plus,original_mp_fs_plus,0,0,0,0,build,0,0,0,success,0,0,NEEDS_CLARIFICATION,0,0,0,0,
aug_seed_000241_single_row_subset_001,seed_000241,european_football_2,free_text,insert_ignore,0,original_mp_fs_plus,original_mp_fs_plus,0,0,0,0,build,0,0,0,success,0,0,LOSSY_NORMALIZATION_REJECTED,0,0,0,0,
aug_seed_000353_single_row_subset_001,seed_000353,student_club,free_text,insert_ignore,0,original_mp_fs_plus,original_mp_fs_plus,0,0,1,1,state_mismatch,1,0,0,success,0,0,wrong_state,0,0,0,0,
aug_seed_000013_single_row_subset_001,seed_000013,european_football_2,free_text,insert_ignore,0,original_mp_fs_plus,original_mp_fs_plus,0,0,0,0,preflight,0,0,0,success,0,0,preflight_abstention,0,0,0,0,
aug_seed_000316_small_batch_subset_001,seed_000316,student_club,semi_structured,insert_ignore,0,original_mp_fs_plus,original_mp_fs_plus,0,0,0,0,preflight,0,1,0,success,0,0,preflight_abstention,0,0,0,0,
aug_seed_000338_relational_format_variant_001,seed_000338,financial,free_text,plain_insert,1,original_mp_fs_plus,original_mp_fs_plus,0,0,0,0,build,0,0,0,success,0,0,LOSSY_NORMALIZATION_REJECTED,0,0,0,0,
aug_seed_000199_small_batch_subset_001,seed_000199,superhero,semi_structured,insert_ignore,0,original_mp_fs_plus,original_mp_fs_plus,1,1,1,1,none,0,0,0,success,0,0,,0,0,0,0,
aug_seed_000285_single_row_subset_001,seed_000285,student_club,free_text,insert_ignore,0,original_mp_fs_plus,original_mp_fs_plus,1,1,1,1,none,0,0,0,success,0,0,,0,0,0,0,
seed_000269,seed_000269,student_club,semi_structured,plain_insert,0,original_mp_fs_plus,original_mp_fs_plus,1,1,1,1,none,0,0,0,success,0,0,,0,0,0,0,
aug_seed_000202_relational_format_variant_001,seed_000202,student_club,free_text,insert_ignore,1,original_mp_fs_plus,original_mp_fs_plus,0,0,0,0,build,0,0,0,success,0,0,MISSING_REQUIRED_COLUMN,0,0,0,0,
seed_000146,seed_000146,financial,semi_structured,insert_ignore,0,original_mp_fs_plus,original_mp_fs_plus,0,0,0,0,preflight,0,1,0,success,0,0,preflight_abstention,0,0,0,0,
seed_000073,seed_000073,superhero,semi_structured,plain_insert,1,original_mp_fs_plus,original_mp_fs_plus,0,0,0,0,build,0,0,0,success,0,0,UNRESOLVED_SOURCE_FIELD,0,0,0,0,
aug_seed_000014_small_batch_subset_001,seed_000014,student_club,free_text,insert_ignore,0,original_mp_fs_plus,original_mp_fs_plus,0,0,0,0,build,0,0,0,success,0,0,LOSSY_NORMALIZATION_REJECTED,0,0,0,0,
aug_seed_000254_single_row_subset_001,seed_000254,debit_card_specializing,free_text,insert_ignore,0,original_mp_fs_plus,original_mp_fs_plus,0,0,0,0,preflight,0,1,0,success,0,0,preflight_abstention,0,0,0,0,
aug_seed_000166_single_row_subset_001,seed_000166,financial,semi_structured,insert_ignore,0,original_mp_fs_plus,original_mp_fs_plus,0,0,1,1,state_mismatch,1,0,0,success,0,0,wrong_state,0,0,0,0,
seed_000100,seed_000100,european_football_2,semi_structured,plain_insert,0,original_mp_fs_plus,original_mp_fs_plus,1,1,1,1,none,0,0,0,success,0,0,,0,0,0,0,
seed_000356,seed_000356,financial,semi_structured,insert_ignore,0,original_mp_fs_plus,original_mp_fs_plus,0,0,0,0,preflight,0,1,0,success,0,0,preflight_abstention,0,0,0,0,
aug_seed_000167_single_row_subset_001,seed_000167,formula_1,semi_structured,insert_ignore,0,original_mp_fs_plus,original_mp_fs_plus,1,1,1,1,none,0,0,0,success,0,0,,0,0,0,0,
aug_seed_000187_single_row_subset_001,seed_000187,student_club,free_text,insert_ignore,0,original_mp_fs_plus,original_mp_fs_plus,0,0,0,0,preflight,0,1,0,success,0,0,preflight_abstention,0,0,0,0,
aug_seed_000153_relational_format_variant_001,seed_000153,toxicology,free_text,insert_ignore,1,original_mp_fs_plus,original_mp_fs_plus,0,0,0,0,parse,0,0,0,success,0,1,parse_error,0,0,0,0,
seed_000037,seed_000037,california_schools,semi_structured,upsert_update,0,original_mp_fs_plus,original_mp_fs_plus,0,0,0,0,build,0,0,0,success,0,0,MISSING_REQUIRED_COLUMN,0,0,0,0,
seed_000319,seed_000319,superhero,semi_structured,plain_insert,0,original_mp_fs_plus,original_mp_fs_plus,0,0,0,0,build,0,0,0,success,0,0,UNKNOWN_COLUMN_ID,0,0,0,0,
seed_000168,seed_000168,student_club,semi_structured,plain_insert,0,original_mp_fs_plus,original_mp_fs_plus,1,1,1,1,none,0,0,0,success,0,0,,0,0,0,0,
seed_000259,seed_000259,financial,semi_structured,insert_ignore,0,original_mp_fs_plus,original_mp_fs_plus,0,0,0,0,preflight,0,1,0,success,0,0,preflight_abstention,0,0,0,0,
aug_seed_000065_single_row_subset_002,seed_000065,formula_1,semi_structured,insert_ignore,0,original_mp_fs_plus,original_mp_fs_plus,0,0,0,0,preflight,0,1,0,success,0,0,preflight_abstention,0,0,0,0,
aug_seed_000215_small_batch_subset_001,seed_000215,student_club,free_text,insert_ignore,0,original_mp_fs_plus,original_mp_fs_plus,0,0,0,0,build,0,0,0,success,0,0,MISSING_REQUIRED_COLUMN,0,0,0,0,
aug_seed_000014_single_row_subset_002,seed_000014,student_club,free_text,insert_ignore,0,original_mp_fs_plus,original_mp_fs_plus,0,0,0,0,build,0,0,0,success,0,0,LOSSY_NORMALIZATION_REJECTED,0,0,0,0,
aug_seed_000088_relational_format_variant_001,seed_000088,thrombosis_prediction,free_text,insert_ignore,1,original_mp_fs_plus,original_mp_fs_plus,0,0,0,0,parse,0,0,0,success,0,1,parse_error,0,0,0,0,
aug_seed_000321_small_batch_subset_001,seed_000321,debit_card_specializing,semi_structured,insert_ignore,0,original_mp_fs_plus,original_mp_fs_plus,0,0,0,0,preflight,0,1,0,success,0,0,preflight_abstention,0,0,0,0,
seed_000191,seed_000191,debit_card_specializing,semi_structured,insert_ignore,0,original_mp_fs_plus,original_mp_fs_plus,0,0,0,0,preflight,0,1,0,success,0,0,preflight_abstention,0,0,0,0,
seed_000159,seed_000159,student_club,semi_structured,plain_insert,0,original_mp_fs_plus,original_mp_fs_plus,0,0,0,0,build,0,0,0,success,0,0,UNKNOWN_COLUMN_ID,0,0,0,0,
aug_seed_000144_small_batch_subset_001,seed_000144,superhero,semi_structured,insert_ignore,0,original_mp_fs_plus,original_mp_fs_plus,1,1,1,1,none,0,0,0,success,0,0,,0,0,0,0,
seed_000235,seed_000235,financial,semi_structured,plain_insert,0,original_mp_fs_plus,original_mp_fs_plus,0,0,0,0,build,0,0,0,success,0,0,UNKNOWN_COLUMN_ID,0,0,0,0,
aug_seed_000312_single_row_subset_001,seed_000312,student_club,free_text,insert_ignore,0,original_mp_fs_plus,original_mp_fs_plus,0,0,0,0,build,0,0,0,success,0,0,LOSSY_NORMALIZATION_REJECTED,0,0,0,0,
seed_000048,seed_000048,formula_1,semi_structured,plain_insert,0,original_mp_fs_plus,original_mp_fs_plus,0,0,0,0,build,0,0,0,success,0,0,UNRESOLVED_SOURCE_FIELD,0,0,0,0,
seed_000289,seed_000289,debit_card_specializing,semi_structured,plain_insert,0,original_mp_fs_plus,original_mp_fs_plus,1,1,1,1,none,0,0,0,success,0,0,,0,0,0,0,
aug_seed_000159_single_row_subset_001,seed_000159,student_club,semi_structured,insert_ignore,0,original_mp_fs_plus,original_mp_fs_plus,1,1,1,1,none,0,0,0,success,0,0,,0,0,0,0,
seed_000107,seed_000107,california_schools,semi_structured,upsert_update,0,original_mp_fs_plus,original_mp_fs_plus,0,0,0,0,build,0,0,0,success,0,0,MISSING_REQUIRED_COLUMN,0,0,0,0,
aug_seed_000282_small_batch_subset_001,seed_000282,european_football_2,semi_structured,insert_ignore,0,original_mp_fs_plus,original_mp_fs_plus,1,1,1,1,none,0,0,0,success,0,0,,0,0,0,0,
aug_seed_000194_small_batch_subset_001,seed_000194,student_club,semi_structured,insert_ignore,0,original_mp_fs_plus,original_mp_fs_plus,1,1,1,1,none,0,0,0,success,0,0,,0,0,0,0,
seed_000076,seed_000076,european_football_2,semi_structured,plain_insert,0,original_mp_fs_plus,original_mp_fs_plus,1,1,1,1,none,0,0,0,success,0,0,,0,0,0,0,
aug_seed_000002_relational_format_variant_003,seed_000002,debit_card_specializing,semi_structured,insert_ignore,1,original_mp_fs_plus,original_mp_fs_plus,0,0,0,0,build,0,0,0,success,0,0,UNRESOLVED_SOURCE_FIELD,0,0,0,0,
aug_seed_000331_single_row_subset_001,seed_000331,formula_1,free_text,insert_ignore,0,original_mp_fs_plus,original_mp_fs_plus,1,1,1,1,none,0,0,0,success,0,0,,0,0,0,0,
aug_seed_000275_relational_format_variant_003,seed_000275,student_club,semi_structured,insert_ignore,1,original_mp_fs_plus,original_mp_fs_plus,0,0,0,0,preflight,0,1,0,success,0,0,preflight_abstention,0,0,0,0,
seed_000344,seed_000344,card_games,semi_structured,upsert_update,0,original_mp_fs_plus,original_mp_fs_plus,1,1,1,1,none,0,0,0,success,0,0,,0,0,0,0,
seed_000194,seed_000194,student_club,semi_structured,plain_insert,0,original_mp_fs_plus,original_mp_fs_plus,1,1,1,1,none,0,0,0,success,0,0,,0,0,0,0,
seed_000108,seed_000108,student_club,semi_structured,plain_insert,0,original_mp_fs_plus,original_mp_fs_plus,1,1,1,1,none,0,0,0,success,0,0,,0,0,0,0,
aug_seed_000044_single_row_subset_002,seed_000044,superhero,free_text,insert_ignore,0,original_mp_fs_plus,original_mp_fs_plus,0,0,0,0,build,0,0,0,success,0,0,MISSING_UPDATE_COLUMN_IDS,0,0,0,0,
seed_000224,seed_000224,card_games,semi_structured,upsert_update,0,original_mp_fs_plus,original_mp_fs_plus,0,0,1,1,state_mismatch,1,0,0,success,0,0,wrong_state,0,0,0,0,
seed_000065,seed_000065,formula_1,semi_structured,insert_ignore,0,original_mp_fs_plus,original_mp_fs_plus,0,0,0,0,preflight,0,1,0,success,0,0,preflight_abstention,0,0,0,0,
aug_seed_000203_small_batch_subset_001,seed_000203,financial,free_text,insert_ignore,0,original_mp_fs_plus,original_mp_fs_plus,0,0,0,0,preflight,0,0,0,success,0,0,preflight_abstention,0,0,0,0,
aug_seed_000162_relational_format_variant_002,seed_000162,codebase_community,semi_structured,insert_ignore,1,original_mp_fs_plus,original_mp_fs_plus,0,0,0,0,preflight,0,1,0,success,0,0,preflight_abstention,0,0,0,0,
aug_seed_000072_relational_format_variant_003,seed_000072,toxicology,semi_structured,insert_ignore,1,original_mp_fs_plus,original_mp_fs_plus,0,0,0,0,build,0,0,0,success,0,0,UNRESOLVED_SOURCE_FIELD,0,0,0,0,
seed_000166,seed_000166,financial,semi_structured,plain_insert,0,original_mp_fs_plus,original_mp_fs_plus,0,0,0,0,build,0,0,0,success,0,0,UNKNOWN_COLUMN_ID,0,0,0,0,
aug_seed_000048_single_row_subset_002,seed_000048,formula_1,free_text,insert_ignore,0,original_mp_fs_plus,original_mp_fs_plus,0,0,0,0,preflight,0,0,0,success,0,0,preflight_abstention,0,0,0,0,
aug_seed_000079_single_row_subset_002,seed_000079,debit_card_specializing,free_text,insert_ignore,0,original_mp_fs_plus,original_mp_fs_plus,1,1,1,1,none,0,0,0,success,0,0,,0,0,0,0,
aug_seed_000335_small_batch_subset_001,seed_000335,debit_card_specializing,free_text,insert_ignore,0,original_mp_fs_plus,original_mp_fs_plus,0,0,0,0,preflight,0,0,0,success,0,0,preflight_abstention,0,0,0,0,
aug_seed_000108_single_row_subset_002,seed_000108,student_club,free_text,insert_ignore,0,original_mp_fs_plus,original_mp_fs_plus,0,0,0,0,build,0,0,0,success,0,0,LOSSY_NORMALIZATION_REJECTED,0,0,0,0,
aug_seed_000020_relational_format_variant_001,seed_000020,european_football_2,free_text,insert_ignore,1,original_mp_fs_plus,original_mp_fs_plus,0,0,0,0,parse,0,0,0,success,0,1,parse_error,0,0,0,0,
seed_000169,seed_000169,debit_card_specializing,semi_structured,plain_insert,0,original_mp_fs_plus,original_mp_fs_plus,1,1,1,1,none,0,0,0,success,0,0,,0,0,0,0,
seed_000245,seed_000245,financial,semi_structured,plain_insert,0,original_mp_fs_plus,original_mp_fs_plus,0,0,0,0,build,0,0,0,success,0,0,NEEDS_CLARIFICATION,0,0,0,0,
seed_000263,seed_000263,california_schools,semi_structured,upsert_update,0,original_mp_fs_plus,original_mp_fs_plus,0,0,0,0,build,0,0,0,success,0,0,UNKNOWN_COLUMN_ID,0,0,0,0,
aug_seed_000091_single_row_subset_001,seed_000091,financial,free_text,insert_ignore,0,original_mp_fs_plus,original_mp_fs_plus,1,1,1,1,none,0,0,0,success,0,0,,0,0,0,0,
seed_000308,seed_000308,european_football_2,semi_structured,plain_insert,0,original_mp_fs_plus,original_mp_fs_plus,1,1,1,1,none,0,0,0,success,0,0,,0,0,0,0,
seed_000069,seed_000069,financial,semi_structured,plain_insert,0,original_mp_fs_plus,original_mp_fs_plus,0,0,0,0,build,0,0,0,success,0,0,UNKNOWN_COLUMN_ID,0,0,0,0,
seed_000099,seed_000099,formula_1,free_text,insert_ignore,0,original_mp_fs_plus,original_mp_fs_plus,0,0,0,0,parse,0,0,0,success,0,1,parse_error,0,0,0,0,
